"Number","Date","State/Tribal Government","Incident Description","Declaration Type"
"363","12/01/1972","Michigan","SEVERE STORMS, FLOODING","Major Disaster Declaration"
"362","11/24/1972","Ohio","SEVERE STORMS, FLOODING","Major Disaster Declaration"
"361","11/20/1972","New Mexico","Heavy Rains, Flooding","Major Disaster Declaration"
"360","10/25/1972","Arizona","Heavy Rains, Flooding","Major Disaster Declaration"
"359","10/10/1972","Virginia","SEVERE STORMS, FLOODING","Major Disaster Declaration"
"358","10/07/1972","Virginia","SEVERE STORMS, FLOODING","Major Disaster Declaration"
"355","09/28/1972","Pennsylvania","Heavy Rains, Flooding","Major Disaster Declaration"
"356","09/28/1972","Maine","TOXIC ALGAE IN COASTAL WATERS","Major Disaster Declaration"
"357","09/28/1972","Massachusetts","TOXIC ALGAE IN COASTAL WATERS","Major Disaster Declaration"
"354","09/26/1972","Iowa","SEVERE STORMS, FLOODING","Major Disaster Declaration"
"353","09/20/1972","New Mexico","Heavy Rains, Flooding","Major Disaster Declaration"
"352","09/10/1972","Wisconsin","Heavy Rains, Flooding","Major Disaster Declaration"
"351","09/04/1972","Illinois","SEVERE STORMS, FLOODING","Major Disaster Declaration"
"350","08/25/1972","Minnesota","SEVERE STORMS, FLOODING","Major Disaster Declaration"
"349","08/23/1972","West Virginia","Heavy Rains, Flooding","Major Disaster Declaration"
"348","08/18/1972","Iowa","SEVERE STORMS, FLOODING","Major Disaster Declaration"
"346","08/01/1972","New Mexico","SEVERE STORMS, FLOODING","Major Disaster Declaration"
"347","08/01/1972","Minnesota","SEVERE STORMS, FLOODING","Major Disaster Declaration"
"345","07/19/1972","Ohio","Tropical Storm Agnes","Major Disaster Declaration"
"344","07/03/1972","West Virginia","Tropical Storm Agnes","Major Disaster Declaration"
"343","07/03/1972","Arizona","SEVERE STORMS, FLOODING","Major Disaster Declaration"
"342","06/27/1972","California","Flooding Caused by Levee Break","Major Disaster Declaration"
"338","06/23/1972","New York","Tropical Storm Agnes","Major Disaster Declaration"
"340","06/23/1972","Pennsylvania","Tropical Storm Agnes","Major Disaster Declaration"
"341","06/23/1972","Maryland","Tropical Storm Agnes","Major Disaster Declaration"
"337","06/23/1972","Florida","Tropical Storm Agnes","Major Disaster Declaration"
"339","06/23/1972","Virginia","Tropical Storm Agnes","Major Disaster Declaration"
"336","06/10/1972","South Dakota","Heavy Rains, Flooding","Major Disaster Declaration"
"335","06/10/1972","North Dakota","SEVERE STORMS, FLOODING","Major Disaster Declaration"
"334","06/10/1972","Washington","SEVERE STORMS, FLOODING","Major Disaster Declaration"
"333","05/20/1972","Texas","SEVERE STORMS, FLOODING","Major Disaster Declaration"
"331","05/15/1972","Tennessee","Heavy Rains, Flooding","Major Disaster Declaration"
"332","05/15/1972","Kentucky","Heavy Rains, Flooding","Major Disaster Declaration"
"329","04/05/1972","California","SEVERE STORMS, FLOODING","Major Disaster Declaration"
"330","04/05/1972","Michigan","Severe Storm, Freezing","Major Disaster Declaration"
"328","03/24/1972","Washington","Heavy Rains, Flooding","Major Disaster Declaration"
"327","03/18/1972","New Hampshire","Coastal Storms","Major Disaster Declaration"
"326","03/07/1972","Maine","SEVERE STORMS, FLOODING","Major Disaster Declaration"
"325","03/06/1972","Massachusetts","SEVERE STORMS, FLOODING","Major Disaster Declaration"
"324","03/02/1972","Idaho","SEVERE STORMS, EXTENSIVE FLOODING","Major Disaster Declaration"
"323","02/27/1972","West Virginia","Heavy Rains, Flooding","Major Disaster Declaration"
"322","02/01/1972","Washington","SEVERE STORMS, FLOODING","Major Disaster Declaration"
"320","01/27/1972","Texas","Heavy Rains, Flooding","Major Disaster Declaration"
"321","01/27/1972","Arkansas","SEVERE STORMS, FLOODING","Major Disaster Declaration"
"319","01/21/1972","Oregon","SEVERE STORMS, FLOODING","Major Disaster Declaration"
"318","01/19/1972","Mississippi","Heavy Rains, Flooding","Major Disaster Declaration"
"317","01/14/1972","Oklahoma","SEVERE STORMS, FLOODING","Major Disaster Declaration"
"316","01/11/1972","California","Winds, Flooding, Mudslides","Major Disaster Declaration"
