"Number","Date","State/Tribal Government","Incident Description","Declaration Type"
"2136","03/12/1996","Oklahoma","Sperry Owasso Complex","Fire Management Assistance Declaration"
"2134","03/11/1996","Texas","Jeter Road Fire","Fire Management Assistance Declaration"
"2135","03/11/1996","Texas","Zion Valley Fire","Fire Management Assistance Declaration"
"2133","03/11/1996","Texas","Colony Creek Fire","Fire Management Assistance Declaration"
"2131","03/10/1996","Texas","Lueders Fire","Fire Management Assistance Declaration"
"2132","03/10/1996","Texas","Riney Road Fire","Fire Management Assistance Declaration"
"2129","03/07/1996","Texas","Lakeview Fire","Fire Management Assistance Declaration"
"2128","03/07/1996","Texas","Choo Choo Fire","Fire Management Assistance Declaration"
"2130","03/07/1996","Texas","Phantom Lake Fire","Fire Management Assistance Declaration"
"2126","03/07/1996","Texas","Windy Fire","Fire Management Assistance Declaration"
"2127","03/07/1996","Texas","Junction Fire ","Fire Management Assistance Declaration"
"2125","03/05/1996","Texas","Seven-one-seven Complex","Fire Management Assistance Declaration"
"2124","03/04/1996","Texas","Clyde Fire","Fire Management Assistance Declaration"
"2123","03/03/1996","Texas","Fillibuster Fire ","Fire Management Assistance Declaration"
"2122","03/02/1996","Texas","Bowie Fire","Fire Management Assistance Declaration"
"3118","02/27/1996","Oklahoma","Fire Emergency","Emergency Declaration"
"2121","02/26/1996","Texas","Northwest Amarillo Fire","Fire Management Assistance Declaration"
"2120","02/25/1996","Oklahoma","Sperry Skiatook Barnsdall Complex","Fire Management Assistance Declaration"
"2119","02/24/1996","Oklahoma","Alva Complex","Fire Management Assistance Declaration"
"3117","02/23/1996","Texas","Fire Emergency","Emergency Declaration"
"1105","02/23/1996","Montana","Storms/Flooding","Major Disaster Declaration"
"2118","02/23/1996","Oklahoma","Stillwater Complex","Fire Management Assistance Declaration"
"1104","02/23/1996","Alabama","Storms/Flooding","Major Disaster Declaration"
"1103","02/23/1996","North Carolina","Storms/Flooding","Major Disaster Declaration"
"2117","02/22/1996","Texas","North Texas Complex","Fire Management Assistance Declaration"
"1101","02/13/1996","Vermont","Storms and Flooding","Major Disaster Declaration"
"1102","02/11/1996","Idaho","Storms/Flooding","Major Disaster Declaration"
"1100","02/09/1996","Washington","Severe Storms/Flooding","Major Disaster Declaration"
"1099","02/09/1996","Oregon","Severe Storms/Flooding","Major Disaster Declaration"
"1098","01/27/1996","Virginia","Severe Flooding","Major Disaster Declaration"
"1097","01/27/1996","Ohio","Storms/Floods","Major Disaster Declaration"
"1096","01/25/1996","West Virginia","Flooding","Major Disaster Declaration"
"1095","01/24/1996","New York","Severe Storms/Flooding","Major Disaster Declaration"
"1091","01/24/1996","Rhode Island","Blizzard","Major Disaster Declaration"
"1090","01/24/1996","Massachusetts","Blizzard","Major Disaster Declaration"
"1092","01/24/1996","Connecticut","Blizzard","Major Disaster Declaration"
"1094","01/23/1996","Maryland","Flooding","Major Disaster Declaration"
"1093","01/21/1996","Pennsylvania","Flooding","Major Disaster Declaration"
"1086","01/13/1996","Virginia","Blizzard","Major Disaster Declaration"
"1089","01/13/1996","Kentucky","Blizzard","Major Disaster Declaration"
"1084","01/13/1996","West Virginia","Blizzard","Major Disaster Declaration"
"1088","01/13/1996","New Jersey","Blizzard","Major Disaster Declaration"
"1085","01/13/1996","Pennsylvania","Blizzard","Major Disaster Declaration"
"1087","01/13/1996","North Carolina","Blizzard","Major Disaster Declaration"
"1082","01/12/1996","Delaware","Blizzard","Major Disaster Declaration"
"1083","01/12/1996","New York","Blizzard","Major Disaster Declaration"
"1081","01/11/1996","Maryland","Blizzard","Major Disaster Declaration"
"1080","01/11/1996","District of Columbia (DC)","Blizzard of 96","Major Disaster Declaration"
"1078","01/05/1996","Minnesota","Storms/Freezing Rain","Major Disaster Declaration"
"1075","01/05/1996","South Dakota","Ice Storms","Major Disaster Declaration"
"1079","01/03/1996","Washington","Storms/High Winds/Floods","Major Disaster Declaration"
"1077","01/03/1996","New Hampshire","Storms/Floods","Major Disaster Declaration"
