"Number","Date","State/Tribal Government","Incident Description","Declaration Type"
"1149","12/23/1996","Oregon","Severe Storms/Flooding","Major Disaster Declaration"
"1150","12/23/1996","Pennsylvania","Severe Storms/Flooding","Major Disaster Declaration"
"1148","12/09/1996","New York","Severe Storms/Flooding","Major Disaster Declaration"
"1147","11/26/1996","Hawaii","Severe Storms/Flooding","Major Disaster Declaration"
"3124","11/21/1996","Puerto Rico","Gas Leak Explosion","Emergency Declaration"
"3123","11/19/1996","Rhode Island","Major Water Main Break","Emergency Declaration"
"1145","11/19/1996","New Jersey","Severe Storms/Flooding","Major Disaster Declaration"
"1146","11/19/1996","New York","Severe Storms/Flooding","Major Disaster Declaration"
"3122","11/18/1996","Hawaii","Severe Storms/Flooding","Emergency Declaration"
"1144","10/29/1996","New Hampshire","Severe Storms/Flooding","Major Disaster Declaration"
"1143","10/28/1996","Maine","Severe Storms/Flooding","Major Disaster Declaration"
"1142","10/25/1996","Massachusetts","Severe Storms/Flooding","Major Disaster Declaration"
"3121","10/24/1996","Maine","Severe Storms/Flooding","Emergency Declaration"
"3120","10/23/1996","California","Severe Fires","Emergency Declaration"
"3119","10/23/1996","Massachusetts","Extreme Weather/Flooding","Emergency Declaration"
"1141","10/15/1996","Florida","Severe Storms/Flooding","Major Disaster Declaration"
"1140","09/30/1996","South Carolina","Hurricane Fran","Major Disaster Declaration"
"1139","09/17/1996","Maryland","Hurricane Fran","Major Disaster Declaration"
"1138","09/13/1996","Pennsylvania","Hurricane Fran","Major Disaster Declaration"
"1137","09/11/1996","West Virginia","Hurricane Fran","Major Disaster Declaration"
"1136","09/11/1996","Puerto Rico","Hurricane Hortense ","Major Disaster Declaration"
"1135","09/06/1996","Virginia","Hurricane Fran","Major Disaster Declaration"
"2191","09/06/1996","Montana","Shepard Mountain Fire","Fire Management Assistance Declaration"
"1134","09/06/1996","North Carolina","Hurricane Fran","Major Disaster Declaration"
"2190","08/26/1996","Nevada","Ruby Complex","Fire Management Assistance Declaration"
"2189","08/24/1996","Oregon","Skelton/Evans West Fire","Fire Management Assistance Declaration"
"1133","08/21/1996","Iowa","Flooding","Major Disaster Declaration"
"1132","08/14/1996","West Virginia","Flooding","Major Disaster Declaration"
"2188","08/13/1996","Nevada","Lee Fire","Fire Management Assistance Declaration"
"2187","08/12/1996","Oregon","Wheeler Fire","Fire Management Assistance Declaration"
"2186","08/11/1996","Washington","Bowie Road Fire","Fire Management Assistance Declaration"
"2185","08/05/1996","Nevada","Belli Ranch Fire","Fire Management Assistance Declaration"
"1131","08/02/1996","Wisconsin","Flooding","Major Disaster Declaration"
"1130","07/26/1996","Pennsylvania","Flooding","Major Disaster Declaration"
"1129","07/25/1996","Illinois","Flooding","Major Disaster Declaration"
"1128","07/23/1996","Michigan","Flooding","Major Disaster Declaration"
"1127","07/18/1996","North Carolina","Hurricane Bertha","Major Disaster Declaration"
"2184","07/17/1996","Texas","Lacey Fire","Fire Management Assistance Declaration"
"1126","07/11/1996","Virgin Islands","Hurricane Bertha","Major Disaster Declaration"
"1125","07/03/1996","Indiana","Flooding","Major Disaster Declaration"
"1124","06/27/1996","Vermont","Flooding","Major Disaster Declaration"
"1123","06/25/1996","Nebraska","Flooding","Major Disaster Declaration"
"1122","06/24/1996","Ohio","Flooding","Major Disaster Declaration"
"2183","06/24/1996","Nevada","Autumn Hills Fire","Fire Management Assistance Declaration"
"2182","06/24/1996","Arizona","Cottonwood Fire","Fire Management Assistance Declaration"
"1121","06/24/1996","Iowa","Flooding","Major Disaster Declaration"
"2181","06/21/1996","Arizona","Peaks Fire Complex","Fire Management Assistance Declaration"
"1120","06/18/1996","Pennsylvania","Flooding","Major Disaster Declaration"
"1119","06/07/1996","Alaska","Wildfires","Major Disaster Declaration"
"2180","06/05/1996","Alaska","Millers Reach #2 Fire","Fire Management Assistance Declaration"
"1118","06/05/1996","North Dakota","Flooding","Major Disaster Declaration"
"1117","06/01/1996","Kentucky","Severe Storms/Tornadoes","Major Disaster Declaration"
"1116","06/01/1996","Minnesota","Flooding","Major Disaster Declaration"
"2179","05/24/1996","Texas","Paducah Fire","Fire Management Assistance Declaration"
"1115","05/23/1996","West Virginia","Flooding","Major Disaster Declaration"
"1114","05/20/1996","Maine","Flooding and Mudslides","Major Disaster Declaration"
"2178","05/19/1996","Colorado","Buffalo Creek Fire","Fire Management Assistance Declaration"
"1113","05/16/1996","Montana","Flooding","Major Disaster Declaration"
"1112","05/06/1996","Illinois","Severe Storms/Flooding","Major Disaster Declaration"
"2177","05/05/1996","New Mexico","Hondo Fire","Fire Management Assistance Declaration"
"2176","05/02/1996","Arizona","Lone Fire","Fire Management Assistance Declaration"
"2175","05/01/1996","Texas","Sportsman's World Complex Fire","Fire Management Assistance Declaration"
"2174","04/25/1996","Texas","North Memphis Fire","Fire Management Assistance Declaration"
"1110","04/23/1996","Illinois","Severe Storms/Tornadoes","Major Disaster Declaration"
"1111","04/23/1996","Arkansas","Severe Storms/Tornadoes","Major Disaster Declaration"
"2173","04/17/1996","Oklahoma","Oakhurst-Sandsprings Fire","Fire Management Assistance Declaration"
"2171","04/16/1996","Texas","Beaver Pond Fire","Fire Management Assistance Declaration"
"2172","04/16/1996","Texas","Kirby Road Complex","Fire Management Assistance Declaration"
"2170","04/15/1996","Texas","Little Cypress Fire","Fire Management Assistance Declaration"
"2169","04/14/1996","Texas","Pitchfork Fire","Fire Management Assistance Declaration"
"2168","04/03/1996","Texas","Doc Howard Fire","Fire Management Assistance Declaration"
"2165","04/02/1996","Texas","Devil's Hollow Fire","Fire Management Assistance Declaration"
"1109","04/02/1996","Indiana","Blizzard of 96","Major Disaster Declaration"
"2167","04/02/1996","Texas","Eureka Fire","Fire Management Assistance Declaration"
"2166","04/02/1996","Texas","Old Prospect Fire","Fire Management Assistance Declaration"
"2164","04/01/1996","Texas","Knight Fire","Fire Management Assistance Declaration"
"2163","03/31/1996","Texas","Thomas Road Fire","Fire Management Assistance Declaration"
"2162","03/30/1996","Texas","Old Fred Fire","Fire Management Assistance Declaration"
"2160","03/30/1996","Texas","Eyed Fire","Fire Management Assistance Declaration"
"2161","03/30/1996","Texas","Oak Creek Fire","Fire Management Assistance Declaration"
"2157","03/24/1996","Texas","Ivan Fire","Fire Management Assistance Declaration"
"2159","03/24/1996","Texas","Rough Creek Complex","Fire Management Assistance Declaration"
"2156","03/24/1996","Texas","West Breckenridge","Fire Management Assistance Declaration"
"2158","03/24/1996","Texas","Worsham Complex","Fire Management Assistance Declaration"
"2155","03/23/1996","Texas","Oil Patch Fire","Fire Management Assistance Declaration"
"2154","03/23/1996","Texas","Galaxy Fire","Fire Management Assistance Declaration"
"2153","03/23/1996","Texas","Hamby Fire","Fire Management Assistance Declaration"
"2152","03/22/1996","Texas","171 Fire","Fire Management Assistance Declaration"
"1108","03/20/1996","Alabama","Storms/Tornadoes/Floods","Major Disaster Declaration"
"2151","03/19/1996","Texas","Livingston -7 Oaks Fire","Fire Management Assistance Declaration"
"2150","03/19/1996","Texas","Crum Fire","Fire Management Assistance Declaration"
"2149","03/19/1996","Texas","Cartwright Fire","Fire Management Assistance Declaration"
"2147","03/19/1996","Texas","Godley Road Fire","Fire Management Assistance Declaration"
"2148","03/19/1996","Texas","Exxon Fire","Fire Management Assistance Declaration"
"1107","03/19/1996","Oregon","Severe Storms/High Winds","Major Disaster Declaration"
"2146","03/14/1996","Texas","Double Mountain Fire","Fire Management Assistance Declaration"
"2144","03/14/1996","Oklahoma","Velma Fire","Fire Management Assistance Declaration"
"2145","03/14/1996","Texas","Triangle Complex","Fire Management Assistance Declaration"
"2142","03/14/1996","Texas","Buckle-L Fire","Fire Management Assistance Declaration"
"2143","03/14/1996","Texas","Caddo II Fire","Fire Management Assistance Declaration"
"1106","03/13/1996","Maine","Severe Storms/Flooding","Major Disaster Declaration"
"2137","03/12/1996","Texas","Duncanville Fire","Fire Management Assistance Declaration"
"2138","03/12/1996","Texas","Gainesbend Fire","Fire Management Assistance Declaration"
"2140","03/12/1996","Oklahoma","Little Axe Fire","Fire Management Assistance Declaration"
"2141","03/12/1996","Texas","NAS Fire","Fire Management Assistance Declaration"
"2139","03/12/1996","Texas","Caddo Fire","Fire Management Assistance Declaration"
