Date,State,Incident Description
1985,Virginia,Severe Storm/Flooding
1985,West Virginia,Severe Storm/Flooding
1985,Louisiana,Tropical Storm
1985,Massachusetts,Tropical Storm
1985,New York,Tropical Storm
1985,Rhode Island,Tropical Storm
1985,New Jersey,Tropical Storm
1985,Connecticut,Tropical Storm
1985,Pennsylvania,Tropical Storm
1985,Michigan,Severe Storm/Flooding
1985,Florida,Tropical Storm
1985,Alabama,Tropical Storm
1985,Mississippi,Tropical Storm
1985,Washington,Fire
1985,Wyoming,Severe Storm/Flooding
1985,California,Fire
1985,South Dakota,Fire
1985,South Dakota,Fire
1985,California,Fire
1985,California,Fire
1985,Pennsylvania,Severe Storm/Flooding
1985,Ohio,Severe Storm/Flooding
1985,Florida,Fire
1985,Florida,Fire
1985,Florida,Fire
1985,Florida,Fire
1985,Illinois,Severe Storm/Flooding
1985,New York,Winter Storm
1985,New York,Severe Storm/Flooding
1985,Florida,Winter Storm
1985,New Mexico,Severe Storm/Flooding
1985,Arizona,Severe Storm/Flooding
1986,Washington,Severe Storm/Flooding
1986,Kansas,Severe Storm/Flooding
1986,Montana,Severe Storm/Flooding
1986,Oklahoma,Severe Storm/Flooding
1986,Missouri,Severe Storm/Flooding
1986,Illinois,Severe Storm/Flooding
1986,Wisconsin,Severe Storm/Flooding
1986,Michigan,Severe Storm/Flooding
1986,Maryland,Severe Storm/Flooding
1986,Texas,Severe Storm/Flooding
1986,New Hampshire,Severe Storm/Flooding
1986,Wisconsin,Severe Storm/Flooding
1986,Washington,Severe Storm/Flooding
1986,Pennsylvania,Severe Storm/Flooding
1986,Indiana,Severe Storm/Flooding
1986,North Carolina,Fire
1986,South Dakota,Severe Storm/Flooding
1986,Texas,Severe Storm/Flooding
1986,Washington,Severe Storm/Flooding
1986,Montana,Severe Storm/Flooding
1986,Utah,Winter Storm
1986,Nevada,Severe Storm/Flooding
1986,California,Severe Storm/Flooding
1986,Washington,Severe Storm/Flooding
1987,Arkansas,Severe Storm/Flooding
1987,Arkansas,Severe Storm/Flooding
1987,Louisiana,Severe Storm/Flooding
1987,Texas,Severe Storm/Flooding
1987,New York,Winter Storm
1987,Oregon,Fire
1987,California,Other
1987,Wyoming,Other
1987,California,Fire
1987,Oregon,Fire
1987,Oregon,Fire
1987,Oregon,Fire
1987,Illinois,Severe Storm/Flooding
1987,Minnesota,Severe Storm/Flooding
1987,South Dakota,Fire
1987,Iowa,Severe Storm/Flooding
1987,Ohio,Severe Storm/Flooding
1987,Oregon,Fire
1987,Oklahoma,Severe Storm/Flooding
1987,Texas,Severe Storm/Flooding
1987,New York,Severe Storm/Flooding
1987,Massachusetts,Severe Storm/Flooding
1987,New Hampshire,Severe Storm/Flooding
1987,Maine,Severe Storm/Flooding
1987,Mississippi,Severe Storm/Flooding
1988,North Carolina,Severe Storm/Flooding
1988,Arkansas,Severe Storm/Flooding
1988,Texas,Tropical Storm
1988,California,Fire
1988,California,Fire
1988,Washington,Fire
1988,Oregon,Fire
1988,Iowa,Severe Storm/Flooding
1988,South Dakota,Fire
1988,Texas,Fire
1988,California,Severe Storm/Flooding
1989,Louisiana,Severe Storm/Flooding
1989,Alabama,Severe Storm/Flooding
1989,Virginia,Severe Storm/Flooding
1989,Kentucky,Severe Storm/Flooding
1989,California,Other
1989,North Carolina,Tropical Storm
1989,South Carolina,Tropical Storm
1989,Vermont,Severe Storm/Flooding
1989,Maryland,Severe Storm/Flooding
1989,Texas,Tropical Storm
1989,Louisiana,Tropical Storm
1989,Connecticut,Severe Storm/Flooding
1989,Colorado,Fire
1989,Kentucky,Severe Storm/Flooding
1989,Louisiana,Severe Storm/Flooding
1989,Ohio,Severe Storm/Flooding
1989,Maine,Severe Storm/Flooding
1989,Louisiana,Severe Storm/Flooding
1989,Texas,Severe Storm/Flooding
1989,North Carolina,Severe Storm/Flooding
1989,North Dakota,Severe Storm/Flooding
1989,Minnesota,Severe Storm/Flooding
1989,Texas,Severe Storm/Flooding
1989,Washington,Severe Storm/Flooding
1989,Kentucky,Severe Storm/Flooding
1989,Utah,Severe Storm/Flooding
1989,Illinois,Severe Storm/Flooding
1990,Arizona,Severe Storm/Flooding
1990,Indiana,Severe Storm/Flooding
1990,Washington,Severe Storm/Flooding
1990,Colorado,Fire
1990,South Carolina,Severe Storm/Flooding
1990,Georgia,Severe Storm/Flooding
1990,South Dakota,Fire
1990,Iowa,Severe Storm/Flooding
1990,Wisconsin,Severe Storm/Flooding
1990,Illinois,Severe Storm/Flooding
1990,New Hampshire,Severe Storm/Flooding
1990,Oregon,Fire
1990,Vermont,Severe Storm/Flooding
1990,Wisconsin,Severe Storm/Flooding
1990,Nebraska,Severe Storm/Flooding
1990,California,Fire
1990,Arizona,Fire
1990,Illinois,Severe Storm/Flooding
1990,Ohio,Severe Storm/Flooding
1990,Indiana,Severe Storm/Flooding
1990,Iowa,Severe Storm/Flooding
1990,Missouri,Severe Storm/Flooding
1990,Oklahoma,Severe Storm/Flooding
1990,Arkansas,Severe Storm/Flooding
1990,Texas,Severe Storm/Flooding
1990,Florida,Severe Storm/Flooding
1990,Alabama,Severe Storm/Flooding
1990,Illinois,Winter Storm
1990,Mississippi,Severe Storm/Flooding
1990,Tennessee,Severe Storm/Flooding
1990,Georgia,Severe Storm/Flooding
1990,Alabama,Severe Storm/Flooding
1990,Oregon,Severe Storm/Flooding
1990,Washington,Severe Storm/Flooding
1990,Florida,Winter Storm
1990,Texas,Winter Storm
1991,Iowa,Winter Storm
1991,Texas,Severe Storm/Flooding
1991,Minnesota,Winter Storm
1991,Washington,Fire
1991,New Hampshire,Other
1991,Maine,Other
1991,Massachusetts,Other
1991,California,Fire
1991,Washington,Fire
1991,New York,Tropical Storm
1991,New Hampshire,Tropical Storm
1991,Connecticut,Tropical Storm
1991,Maine,Tropical Storm
1991,Massachusetts,Tropical Storm
1991,Rhode Island,Tropical Storm
1991,Wisconsin,Severe Storm/Flooding
1991,Iowa,Severe Storm/Flooding
1991,Tennessee,Severe Storm/Flooding
1991,Arkansas,Severe Storm/Flooding
1991,Nebraska,Severe Storm/Flooding
1991,Mississippi,Severe Storm/Flooding
1991,Oklahoma,Severe Storm/Flooding
1991,Louisiana,Severe Storm/Flooding
1991,Kansas,Severe Storm/Flooding
1991,Louisiana,Severe Storm/Flooding
1991,Maine,Winter Storm
1991,Texas,Severe Storm/Flooding
1991,Indiana,Winter Storm
1991,New York,Winter Storm
1991,Georgia,Severe Storm/Flooding
1991,Washington,Severe Storm/Flooding
1991,Mississippi,Severe Storm/Flooding
1991,California,Winter Storm
1991,Kentucky,Severe Storm/Flooding
1991,Indiana,Severe Storm/Flooding
1991,Tennessee,Severe Storm/Flooding
1991,Alabama,Severe Storm/Flooding
1991,Mississippi,Severe Storm/Flooding
1992,New York,Severe Storm/Flooding
1992,Massachusetts,Winter Storm
1992,New Jersey,Severe Storm/Flooding
1992,Connecticut,Winter Storm
1992,Texas,Severe Storm/Flooding
1992,Georgia,Severe Storm/Flooding
1992,Mississippi,Severe Storm/Flooding
1992,Mississippi,Severe Storm/Flooding
1992,Florida,Severe Storm/Flooding
1992,Iowa,Severe Storm/Flooding
1992,Wisconsin,Severe Storm/Flooding
1992,Indiana,Severe Storm/Flooding
1992,Wisconsin,Severe Storm/Flooding
1992,Rhode Island,Other
1992,Texas,Severe Storm/Flooding
1992,Wisconsin,Severe Storm/Flooding
1992,California,Fire
1992,Louisiana,Tropical Storm
1992,Florida,Tropical Storm
1992,Nebraska,Severe Storm/Flooding
1992,Indiana,Severe Storm/Flooding
1992,Florida,Severe Storm/Flooding
1992,Washington,Fire
1992,Oregon,Fire
1992,Oregon,Fire
1992,Ohio,Severe Storm/Flooding
1992,Arkansas,Severe Storm/Flooding
1992,California,Other
1992,Texas,Severe Storm/Flooding
1992,South Dakota,Severe Storm/Flooding
1992,Minnesota,Severe Storm/Flooding
1992,New Mexico,Severe Storm/Flooding
1992,Oregon,Fire
1992,Oregon,Fire
1992,Maine,Fire
1992,Virginia,Severe Storm/Flooding
1992,California,Other
1992,California,Fire
1992,Illinois,Severe Storm/Flooding
1992,Maine,Winter Storm
1992,Texas,Severe Storm/Flooding
1992,Mississippi,Severe Storm/Flooding
1992,Vermont,Winter Storm
1992,New Jersey,Other
1992,California,Winter Storm
1992,Delaware,Other
1993,Virginia,Severe Storm/Flooding
1993,Missouri,Severe Storm/Flooding
1993,California,Fire
1993,Oregon,Other
1993,Texas,Fire
1993,Texas,Fire
1993,North Carolina,Tropical Storm
1993,Texas,Fire
1993,Indiana,Severe Storm/Flooding
1993,Texas,Fire
1993,North Dakota,Severe Storm/Flooding
1993,Kansas,Severe Storm/Flooding
1993,Nebraska,Severe Storm/Flooding
1993,South Dakota,Severe Storm/Flooding
1993,Missouri,Severe Storm/Flooding
1993,Iowa,Severe Storm/Flooding
1993,Illinois,Severe Storm/Flooding
1993,Arizona,Fire
1993,Wisconsin,Severe Storm/Flooding
1993,Arizona,Fire
1993,Arizona,Fire
1993,Minnesota,Severe Storm/Flooding
1993,Arizona,Fire
1993,New Mexico,Severe Storm/Flooding
1993,Vermont,Winter Storm
1993,Oklahoma,Severe Storm/Flooding
1993,Missouri,Severe Storm/Flooding
1993,Maine,Winter Storm
1993,Oregon,Other
1993,Oklahoma,Severe Storm/Flooding
1993,Iowa,Severe Storm/Flooding
1993,Nebraska,Winter Storm
1993,New York,Other
1993,Virginia,Winter Storm
1993,Delaware,Winter Storm
1993,New York,Winter Storm
1993,North Carolina,Winter Storm
1993,New Jersey,Winter Storm
1993,West Virginia,Winter Storm
1993,Kentucky,Winter Storm
1993,New Hampshire,Winter Storm
1993,Connecticut,Winter Storm
1993,Pennsylvania,Winter Storm
1993,Massachusetts,Winter Storm
1993,Rhode Island,Winter Storm
1993,Maryland,Winter Storm
1993,Georgia,Winter Storm
1993,Alabama,Winter Storm
1993,Maine,Winter Storm
1993,Tennessee,Winter Storm
1993,Florida,Winter Storm
1993,Georgia,Severe Storm/Flooding
1993,Washington,Severe Storm/Flooding
1993,California,Winter Storm
1993,Louisiana,Severe Storm/Flooding
1993,Arizona,Severe Storm/Flooding
1993,Delaware,Severe Storm/Flooding
1994,Florida,Tropical Storm
1994,Georgia,Severe Storm/Flooding
1994,Texas,Severe Storm/Flooding
1994,California,Other
1994,Oregon,Fire
1994,Montana,Fire
1994,Montana,Fire
1994,South Dakota,Fire
1994,Utah,Fire
1994,Utah,Fire
1994,Nevada,Fire
1994,Washington,Other
1994,Oregon,Other
1994,Washington,Fire
1994,Washington,Fire
1994,Washington,Fire
1994,Colorado,Fire
1994,Texas,Fire
1994,Washington,Fire
1994,Florida,Tropical Storm
1994,Alabama,Tropical Storm
1994,Florida,Tropical Storm
1994,Georgia,Tropical Storm
1994,Colorado,Fire
1994,Colorado,Fire
1994,North Dakota,Severe Storm/Flooding
1994,Arizona,Fire
1994,Arizona,Fire
1994,Arizona,Fire
1994,South Dakota,Severe Storm/Flooding
1994,Arizona,Fire
1994,Maine,Winter Storm
1994,Michigan,Winter Storm
1994,Nebraska,Winter Storm
1994,Texas,Severe Storm/Flooding
1994,Illinois,Severe Storm/Flooding
1994,Arizona,Fire
1994,Oklahoma,Severe Storm/Flooding
1994,Missouri,Severe Storm/Flooding
1994,Tennessee,Severe Storm/Flooding
1994,Virginia,Winter Storm
1994,Georgia,Severe Storm/Flooding
1994,Alabama,Severe Storm/Flooding
1994,Kentucky,Winter Storm
1994,Maryland,Winter Storm
1994,Delaware,Winter Storm
1994,Virginia,Winter Storm
1994,Pennsylvania,Winter Storm
1994,Alabama,Winter Storm
1994,Arkansas,Winter Storm
1994,Tennessee,Winter Storm
1994,Louisiana,Winter Storm
1994,Mississippi,Winter Storm
1994,California,Other
1995,Georgia,Severe Storm/Flooding
1995,Florida,Severe Storm/Flooding
1995,North Carolina,Severe Storm/Flooding
1995,Georgia,Tropical Storm
1995,Alabama,Tropical Storm
1995,Florida,Tropical Storm
1995,Massachusetts,Fire
1995,Oklahoma,Severe Storm/Flooding
1995,New York,Fire
1995,Ohio,Severe Storm/Flooding
1995,Minnesota,Severe Storm/Flooding
1995,Vermont,Severe Storm/Flooding
1995,Florida,Tropical Storm
1995,Florida,Tropical Storm
1995,Oregon,Severe Storm/Flooding
1995,West Virginia,Severe Storm/Flooding
1995,Arizona,Fire
1995,Virginia,Severe Storm/Flooding
1995,Oklahoma,Severe Storm/Flooding
1995,Tennessee,Severe Storm/Flooding
1995,Texas,Severe Storm/Flooding
1995,Kentucky,Severe Storm/Flooding
1995,Arizona,Fire
1995,Missouri,Severe Storm/Flooding
1995,Illinois,Severe Storm/Flooding
1995,South Dakota,Severe Storm/Flooding
1995,North Dakota,Severe Storm/Flooding
1995,Mississippi,Severe Storm/Flooding
1995,Louisiana,Severe Storm/Flooding
1995,Oklahoma,Other
1995,Alabama,Severe Storm/Flooding
1995,Oklahoma,Other
1995,South Dakota,Winter Storm
1995,California,Winter Storm
1995,California,Winter Storm
1996,Oregon,Severe Storm/Flooding
1996,Pennsylvania,Severe Storm/Flooding
1996,New York,Severe Storm/Flooding
1996,Rhode Island,Other
1996,New Jersey,Severe Storm/Flooding
1996,New York,Severe Storm/Flooding
1996,New Hampshire,Severe Storm/Flooding
1996,Maine,Severe Storm/Flooding
1996,Massachusetts,Severe Storm/Flooding
1996,Maine,Severe Storm/Flooding
1996,California,Fire
1996,Massachusetts,Severe Storm/Flooding
1996,Florida,Severe Storm/Flooding
1996,South Carolina,Tropical Storm
1996,Maryland,Tropical Storm
1996,Pennsylvania,Tropical Storm
1996,West Virginia,Tropical Storm
1996,Virginia,Tropical Storm
1996,Montana,Fire
1996,North Carolina,Tropical Storm
1996,Nevada,Fire
1996,Oregon,Fire
1996,Iowa,Severe Storm/Flooding
1996,West Virginia,Severe Storm/Flooding
1996,Nevada,Fire
1996,Oregon,Fire
1996,Washington,Fire
1996,Nevada,Fire
1996,Wisconsin,Severe Storm/Flooding
1996,Pennsylvania,Severe Storm/Flooding
1996,Illinois,Severe Storm/Flooding
1996,Michigan,Severe Storm/Flooding
1996,North Carolina,Tropical Storm
1996,Texas,Fire
1996,Indiana,Severe Storm/Flooding
1996,Vermont,Severe Storm/Flooding
1996,Nebraska,Severe Storm/Flooding
1996,Ohio,Severe Storm/Flooding
1996,Nevada,Fire
1996,Arizona,Fire
1996,Iowa,Severe Storm/Flooding
1996,Arizona,Fire
1996,Pennsylvania,Severe Storm/Flooding
1996,North Dakota,Severe Storm/Flooding
1996,Kentucky,Severe Storm/Flooding
1996,Minnesota,Severe Storm/Flooding
1996,Texas,Fire
1996,West Virginia,Severe Storm/Flooding
1996,Maine,Severe Storm/Flooding
1996,Colorado,Fire
1996,Montana,Severe Storm/Flooding
1996,Illinois,Severe Storm/Flooding
1996,New Mexico,Fire
1996,Arizona,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Illinois,Severe Storm/Flooding
1996,Arkansas,Severe Storm/Flooding
1996,Oklahoma,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Indiana,Winter Storm
1996,Texas,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Alabama,Severe Storm/Flooding
1996,Texas,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Oregon,Severe Storm/Flooding
1996,Texas,Fire
1996,Oklahoma,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Maine,Severe Storm/Flooding
1996,Texas,Fire
1996,Texas,Fire
1996,Oklahoma,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Oklahoma,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Texas,Fire
1996,Oklahoma,Fire
1996,Texas,Fire
1996,Oklahoma,Fire
1996,Oklahoma,Fire
1996,Texas,Fire
1996,Montana,Severe Storm/Flooding
1996,Oklahoma,Fire
1996,Alabama,Severe Storm/Flooding
1996,North Carolina,Severe Storm/Flooding
1996,Texas,Fire
1996,Vermont,Severe Storm/Flooding
1996,Idaho,Severe Storm/Flooding
1996,Washington,Severe Storm/Flooding
1996,Oregon,Severe Storm/Flooding
1996,Virginia,Severe Storm/Flooding
1996,Ohio,Severe Storm/Flooding
1996,West Virginia,Severe Storm/Flooding
1996,New York,Severe Storm/Flooding
1996,Rhode Island,Winter Storm
1996,Massachusetts,Winter Storm
1996,Connecticut,Winter Storm
1996,Maryland,Severe Storm/Flooding
1996,Pennsylvania,Severe Storm/Flooding
1996,Virginia,Winter Storm
1996,Kentucky,Winter Storm
1996,West Virginia,Winter Storm
1996,New Jersey,Winter Storm
1996,Pennsylvania,Winter Storm
1996,North Carolina,Winter Storm
1996,Delaware,Winter Storm
1996,New York,Winter Storm
1996,Maryland,Winter Storm
1996,Minnesota,Winter Storm
1996,South Dakota,Winter Storm
1996,Washington,Severe Storm/Flooding
1996,New Hampshire,Severe Storm/Flooding
1997,Iowa,Winter Storm
1997,Nebraska,Winter Storm
1997,New Jersey,Severe Storm/Flooding
1997,Illinois,Severe Storm/Flooding
1997,Washington,Fire
1997,Minnesota,Severe Storm/Flooding
1997,Washington,Fire
1997,Colorado,Severe Storm/Flooding
1997,Vermont,Severe Storm/Flooding
1997,Alabama,Severe Storm/Flooding
1997,Montana,Winter Storm
1997,Washington,Winter Storm
1997,Washington,Fire
1997,Michigan,Severe Storm/Flooding
1997,Texas,Severe Storm/Flooding
1997,Wisconsin,Severe Storm/Flooding
1997,Mississippi,Severe Storm/Flooding
1997,Idaho,Severe Storm/Flooding
1997,Arkansas,Severe Storm/Flooding
1997,Minnesota,Severe Storm/Flooding
1997,South Dakota,Severe Storm/Flooding
1997,North Dakota,Severe Storm/Flooding
1997,Tennessee,Severe Storm/Flooding
1997,Washington,Severe Storm/Flooding
1997,Illinois,Severe Storm/Flooding
1997,Louisiana,Winter Storm
1997,West Virginia,Severe Storm/Flooding
1997,Tennessee,Severe Storm/Flooding
1997,Indiana,Severe Storm/Flooding
1997,Kentucky,Severe Storm/Flooding
1997,Ohio,Severe Storm/Flooding
1997,Arkansas,Severe Storm/Flooding
1997,South Dakota,Winter Storm
1997,Oregon,Winter Storm
1997,Washington,Winter Storm
1997,Minnesota,Winter Storm
1997,North Dakota,Winter Storm
1997,South Dakota,Winter Storm
1997,Minnesota,Winter Storm
1997,Washington,Winter Storm
1997,Idaho,Severe Storm/Flooding
1997,California,Severe Storm/Flooding
1997,Nevada,Severe Storm/Flooding
1998,Florida,Tropical Storm
1998,Kansas,Severe Storm/Flooding
1998,Texas,Severe Storm/Flooding
1998,Missouri,Severe Storm/Flooding
1998,Washington,Other
1998,Kansas,Severe Storm/Flooding
1998,Missouri,Severe Storm/Flooding
1998,Washington,Severe Storm/Flooding
1998,Mississippi,Tropical Storm
1998,Alabama,Tropical Storm
1998,Florida,Tropical Storm
1998,Alabama,Tropical Storm
1998,Mississippi,Tropical Storm
1998,Florida,Tropical Storm
1998,Washington,Fire
1998,Texas,Tropical Storm
1998,Louisiana,Tropical Storm
1998,New York,Severe Storm/Flooding
1998,Oklahoma,Fire
1998,Texas,Fire
1998,Texas,Fire
1998,Texas,Fire
1998,Oklahoma,Fire
1998,Florida,Tropical Storm
1998,Virginia,Tropical Storm
1998,Texas,Fire
1998,Texas,Fire
1998,Texas,Fire
1998,Texas,Fire
1998,South Carolina,Tropical Storm
1998,Washington,Fire
1998,Texas,Fire
1998,North Carolina,Tropical Storm
1998,Texas,Tropical Storm
1998,Wisconsin,Severe Storm/Flooding
1998,Michigan,Severe Storm/Flooding
1998,Texas,Fire
1998,Texas,Fire
1998,Texas,Fire
1998,Texas,Fire
1998,Texas,Fire
1998,Texas,Fire
1998,Texas,Fire
1998,Texas,Fire
1998,Texas,Fire
1998,Oklahoma,Fire
1998,Washington,Fire
1998,Texas,Fire
1998,Texas,Fire
1998,Wisconsin,Severe Storm/Flooding
1998,Texas,Fire
1998,Tennessee,Severe Storm/Flooding
1998,Texas,Fire
1998,Indiana,Severe Storm/Flooding
1998,Texas,Fire
1998,Texas,Fire
1998,Texas,Fire
1998,New York,Severe Storm/Flooding
1998,Iowa,Severe Storm/Flooding
1998,New Hampshire,Severe Storm/Flooding
1998,Maine,Severe Storm/Flooding
1998,New Mexico,Fire
1998,Texas,Fire
1998,West Virginia,Severe Storm/Flooding
1998,Vermont,Severe Storm/Flooding
1998,Ohio,Severe Storm/Flooding
1998,Texas,Fire
1998,Florida,Fire
1998,Florida,Fire
1998,New Mexico,Fire
1998,Michigan,Severe Storm/Flooding
1998,Massachusetts,Severe Storm/Flooding
1998,Texas,Fire
1998,Minnesota,Severe Storm/Flooding
1998,Florida,Fire
1998,Florida,Fire
1998,Florida,Fire
1998,Florida,Fire
1998,Texas,Fire
1998,Florida,Fire
1998,Florida,Fire
1998,Florida,Fire
1998,Florida,Fire
1998,Texas,Fire
1998,Florida,Fire
1998,Florida,Fire
1998,Florida,Fire
1998,New York,Severe Storm/Flooding
1998,North Dakota,Severe Storm/Flooding
1998,Oregon,Severe Storm/Flooding
1998,Kansas,Other
1998,Pennsylvania,Severe Storm/Flooding
1998,Florida,Fire
1998,South Dakota,Severe Storm/Flooding
1998,Texas,Fire
1998,Texas,Fire
1998,Indiana,Winter Storm
1998,Kentucky,Severe Storm/Flooding
1998,Arkansas,Severe Storm/Flooding
1998,Tennessee,Severe Storm/Flooding
1998,Alabama,Severe Storm/Flooding
1998,Minnesota,Severe Storm/Flooding
1998,North Carolina,Severe Storm/Flooding
1998,Georgia,Severe Storm/Flooding
1998,Alabama,Severe Storm/Flooding
1998,New Jersey,Other
1998,Kentucky,Winter Storm
1998,Delaware,Severe Storm/Flooding
1998,Florida,Severe Storm/Flooding
1998,California,Winter Storm
1998,New Mexico,Winter Storm
1998,New Hampshire,Winter Storm
1998,Vermont,Winter Storm
1998,North Carolina,Severe Storm/Flooding
1998,Tennessee,Severe Storm/Flooding
1998,Maine,Winter Storm
1998,New York,Winter Storm
1998,Florida,Severe Storm/Flooding
1999,Massachusetts,Fire
1999,Texas,Fire
1999,Kentucky,Fire
1999,Maine,Tropical Storm
1999,Vermont,Tropical Storm
1999,Texas,Fire
1999,Florida,Tropical Storm
1999,New Hampshire,Tropical Storm
1999,Florida,Tropical Storm
1999,Arizona,Severe Storm/Flooding
1999,Alabama,Fire
1999,Maryland,Tropical Storm
1999,Connecticut,Tropical Storm
1999,Pennsylvania,Tropical Storm
1999,New Mexico,Severe Storm/Flooding
1999,Florida,Tropical Storm
1999,Delaware,Tropical Storm
1999,South Carolina,Tropical Storm
1999,Texas,Fire
1999,New York,Tropical Storm
1999,Alabama,Fire
1999,Alabama,Fire
1999,Alabama,Fire
1999,Alabama,Fire
1999,Alabama,Fire
1999,Virginia,Tropical Storm
1999,Alabama,Fire
1999,New York,Tropical Storm
1999,New Jersey,Tropical Storm
1999,Pennsylvania,Tropical Storm
1999,New Jersey,Tropical Storm
1999,Virginia,Tropical Storm
1999,Texas,Fire
1999,North Carolina,Tropical Storm
1999,North Carolina,Tropical Storm
1999,South Carolina,Tropical Storm
1999,Florida,Tropical Storm
1999,Georgia,Tropical Storm
1999,North Carolina,Tropical Storm
1999,Virginia,Tropical Storm
1999,California,Fire
1999,Texas,Fire
1999,North Carolina,Tropical Storm
1999,Pennsylvania,Severe Storm/Flooding
1999,Texas,Fire
1999,Texas,Fire
1999,Texas,Fire
1999,Texas,Fire
1999,Minnesota,Winter Storm
1999,Texas,Fire
1999,Nevada,Fire
1999,Texas,Tropical Storm
1999,Texas,Fire
1999,Nebraska,Severe Storm/Flooding
1999,Utah,Severe Storm/Flooding
1999,Wisconsin,Severe Storm/Flooding
1999,New York,Fire
1999,Nevada,Fire
1999,Nevada,Fire
1999,Minnesota,Severe Storm/Flooding
1999,Montana,Fire
1999,Iowa,Severe Storm/Flooding
1999,Nevada,Severe Storm/Flooding
1999,Nevada,Fire
1999,Nevada,Fire
1999,Arizona,Fire
1999,South Dakota,Severe Storm/Flooding
1999,North Dakota,Winter Storm
1999,Illinois,Severe Storm/Flooding
1999,Iowa,Severe Storm/Flooding
1999,Colorado,Severe Storm/Flooding
1999,Florida,Fire
1999,Tennessee,Severe Storm/Flooding
1999,Michigan,Fire
1999,Texas,Severe Storm/Flooding
1999,Oklahoma,Severe Storm/Flooding
1999,Kansas,Severe Storm/Flooding
1999,Florida,Fire
1999,Florida,Fire
1999,Florida,Fire
1999,Florida,Fire
1999,Georgia,Severe Storm/Flooding
1999,Missouri,Severe Storm/Flooding
1999,Florida,Fire
1999,Florida,Fire
1999,Florida,Fire
1999,Florida,Fire
1999,Florida,Fire
1999,Florida,Fire
1999,Florida,Fire
1999,Tennessee,Fire
1999,Louisiana,Severe Storm/Flooding
1999,New York,Winter Storm
1999,Texas,Fire
1999,Wyoming,Winter Storm
1999,California,Winter Storm
1999,Michigan,Winter Storm
1999,Mississippi,Winter Storm
1999,Arkansas,Severe Storm/Flooding
1999,Louisiana,Winter Storm
1999,Maine,Severe Storm/Flooding
1999,Tennessee,Severe Storm/Flooding
1999,Tennessee,Winter Storm
1999,New York,Winter Storm
1999,Indiana,Winter Storm
1999,Alabama,Winter Storm
1999,Illinois,Winter Storm
2000,Arkansas,Winter Storm
2000,North Dakota,Winter Storm
2000,Arkansas,Winter Storm
2000,Oklahoma,Winter Storm
2000,Alabama,Severe Storm/Flooding
2000,Wyoming,Winter Storm
2000,Montana,Winter Storm
2000,New York,Winter Storm
2000,Oklahoma,Severe Storm/Flooding
2000,Kentucky,Fire
2000,Kentucky,Fire
2000,Tennessee,Fire
2000,Tennessee,Fire
2000,Tennessee,Fire
2000,New Jersey,Other
2000,Arizona,Severe Storm/Flooding
2000,Minnesota,Fire
2000,Michigan,Severe Storm/Flooding
2000,New York,Other
2000,Florida,Severe Storm/Flooding
2000,Florida,Tropical Storm
2000,Texas,Fire
2000,Ohio,Severe Storm/Flooding
2000,Oklahoma,Fire
2000,Oklahoma,Fire
2000,Oklahoma,Fire
2000,Texas,Fire
2000,Alabama,Fire
2000,Colorado,Fire
2000,California,Other
2000,Louisiana,Fire
2000,Texas,Fire
2000,Texas,Fire
2000,Texas,Fire
2000,Texas,Fire
2000,Texas,Fire
2000,Texas,Fire
2000,Texas,Fire
2000,Texas,Fire
2000,Texas,Fire
2000,Idaho,Fire
2000,Texas,Fire
2000,Montana,Fire
2000,Montana,Fire
2000,Texas,Fire
2000,South Dakota,Fire
2000,Washington,Fire
2000,Texas,Fire
2000,Ohio,Severe Storm/Flooding
2000,New Jersey,Severe Storm/Flooding
2000,Montana,Fire
2000,Montana,Fire
2000,South Dakota,Fire
2000,Montana,Fire
2000,Montana,Fire
2000,Nevada,Fire
2000,Wyoming,Fire
2000,Vermont,Severe Storm/Flooding
2000,Montana,Fire
2000,Washington,Fire
2000,New York,Severe Storm/Flooding
2000,Nevada,Fire
2000,North Dakota,Severe Storm/Flooding
2000,Minnesota,Severe Storm/Flooding
2000,Wisconsin,Severe Storm/Flooding
2000,New Mexico,Fire
2000,Colorado,Fire
2000,Colorado,Fire
2000,Tennessee,Severe Storm/Flooding
2000,Florida,Fire
2000,Florida,Fire
2000,Florida,Fire
2000,New Mexico,Fire
2000,Florida,Fire
2000,Florida,Fire
