Date,State,Incident Description
2000,Florida,Fire
2000,Florida,Fire
2000,South Dakota,Winter Storm
2000,Florida,Fire
2000,Florida,Fire
2000,New Mexico,Fire
2000,New Mexico,Fire
2000,Missouri,Severe Storm/Flooding
2000,New Mexico,Fire
2000,New Mexico,Fire
2000,Kansas,Severe Storm/Flooding
2000,Maine,Severe Storm/Flooding
2000,New Mexico,Fire
2000,Florida,Fire
2000,Maryland,Winter Storm
2000,Texas,Severe Storm/Flooding
2000,Alabama,Severe Storm/Flooding
2000,Missouri,Fire
2000,Ohio,Severe Storm/Flooding
2000,Washington,Fire
2000,West Virginia,Winter Storm
2000,Kentucky,Severe Storm/Flooding
2000,Virginia,Winter Storm
2000,Alabama,Winter Storm
2000,Georgia,Severe Storm/Flooding
2000,Louisiana,Winter Storm
2000,South Carolina,Winter Storm
2000,North Carolina,Winter Storm
2000,Georgia,Winter Storm
2000,Nevada,Fire
2000,Kentucky,Severe Storm/Flooding
2000,Texas,Fire
2000,Texas,Fire
2000,Texas,Fire
2001,New York,Winter Storm
2001,Mississippi,Severe Storm/Flooding
2001,Alabama,Severe Storm/Flooding
2001,Alabama,Fire
2001,Virginia,Fire
2001,Virginia,Fire
2001,Virginia,Fire
2001,West Virginia,Fire
2001,West Virginia,Fire
2001,Tennessee,Fire
2001,South Carolina,Fire
2001,Tennessee,Fire
2001,Kentucky,Fire
2001,Kentucky,Fire
2001,Kentucky,Fire
2001,Colorado,Fire
2001,Oklahoma,Severe Storm/Flooding
2001,Nebraska,Severe Storm/Flooding
2001,Florida,Tropical Storm
2001,Virginia,Other
2001,New Jersey,Other
2001,Virginia,Other
2001,New York,Other
2001,Wyoming,Fire
2001,Ohio,Severe Storm/Flooding
2001,Utah,Fire
2001,Oregon,Fire
2001,Washington,Fire
2001,Washington,Fire
2001,Washington,Fire
2001,Washington,Fire
2001,Tennessee,Severe Storm/Flooding
2001,Kentucky,Severe Storm/Flooding
2001,Oregon,Fire
2001,Washington,Fire
2001,Washington,Fire
2001,Washington,Fire
2001,Nevada,Fire
2001,Wyoming,Fire
2001,South Dakota,Fire
2001,Washington,Fire
2001,Wyoming,Fire
2001,Virginia,Severe Storm/Flooding
2001,Montana,Severe Storm/Flooding
2001,Nevada,Fire
2001,Oklahoma,Severe Storm/Flooding
2001,Mississippi,Tropical Storm
2001,Pennsylvania,Tropical Storm
2001,Florida,Tropical Storm
2001,Louisiana,Tropical Storm
2001,Texas,Severe Storm/Flooding
2001,West Virginia,Severe Storm/Flooding
2001,New Mexico,Fire
2001,Montana,Severe Storm/Flooding
2001,North Dakota,Severe Storm/Flooding
2001,Georgia,Fire
2001,Florida,Fire
2001,South Dakota,Severe Storm/Flooding
2001,Colorado,Severe Storm/Flooding
2001,Florida,Fire
2001,Nebraska,Severe Storm/Flooding
2001,Maine,Severe Storm/Flooding
2001,Minnesota,Severe Storm/Flooding
2001,Florida,Fire
2001,Wisconsin,Severe Storm/Flooding
2001,Illinois,Severe Storm/Flooding
2001,Iowa,Severe Storm/Flooding
2001,Kansas,Severe Storm/Flooding
2001,Florida,Fire
2001,Florida,Fire
2001,Mississippi,Severe Storm/Flooding
2001,Florida,Fire
2001,Vermont,Winter Storm
2001,Massachusetts,Severe Storm/Flooding
2001,Massachusetts,Winter Storm
2001,New Hampshire,Winter Storm
2001,Maine,Winter Storm
2001,Florida,Fire
2001,Arkansas,Severe Storm/Flooding
2001,Alabama,Severe Storm/Flooding
2001,Washington,Other
2001,Mississippi,Severe Storm/Flooding
2001,Florida,Fire
2001,Florida,Fire
2001,Florida,Winter Storm
2001,Wisconsin,Winter Storm
2001,Indiana,Winter Storm
2001,Vermont,Winter Storm
2001,Illinois,Winter Storm
2001,Louisiana,Winter Storm
2001,Michigan,Winter Storm
2001,Texas,Winter Storm
2001,Oklahoma,Winter Storm
2001,Texas,Fire
2001,Texas,Fire
2002,North Carolina,Winter Storm
2002,Ohio,Severe Storm/Flooding
2002,Alabama,Severe Storm/Flooding
2002,Mississippi,Severe Storm/Flooding
2002,Tennessee,Severe Storm/Flooding
2002,Texas,Severe Storm/Flooding
2002,Alabama,Tropical Storm
2002,Louisiana,Tropical Storm
2002,Mississippi,Tropical Storm
2002,Louisiana,Tropical Storm
2002,Texas,Tropical Storm
2002,Indiana,Severe Storm/Flooding
2002,California,Fire
2002,California,Fire
2002,California,Fire
2002,North Dakota,Severe Storm/Flooding
2002,Wisconsin,Severe Storm/Flooding
2002,California,Fire
2002,California,Fire
2002,Wyoming,Fire
2002,New Mexico,Fire
2002,South Dakota,Fire
2002,Colorado,Fire
2002,California,Fire
2002,Oregon,Fire
2002,Oregon,Fire
2002,Oregon,Fire
2002,Oregon,Fire
2002,Washington,Fire
2002,California,Fire
2002,Washington,Fire
2002,Oregon,Fire
2002,Wisconsin,Severe Storm/Flooding
2002,Colorado,Fire
2002,Nevada,Fire
2002,Oregon,Fire
2002,Oregon,Fire
2002,Oregon,Fire
2002,Colorado,Fire
2002,Nevada,Fire
2002,Arizona,Fire
2002,Arizona,Fire
2002,Vermont,Severe Storm/Flooding
2002,Texas,Severe Storm/Flooding
2002,Nevada,Fire
2002,Montana,Severe Storm/Flooding
2002,Wyoming,Fire
2002,Utah,Fire
2002,North Dakota,Fire
2002,South Dakota,Fire
2002,California,Fire
2002,Arizona,Fire
2002,Colorado,Fire
2002,Colorado,Fire
2002,Arizona,Fire
2002,Colorado,Fire
2002,Iowa,Severe Storm/Flooding
2002,Arizona,Fire
2002,Colorado,Fire
2002,South Carolina,Fire
2002,Wyoming,Fire
2002,California,Fire
2002,Minnesota,Severe Storm/Flooding
2002,Indiana,Severe Storm/Flooding
2002,New Mexico,Fire
2002,Colorado,Fire
2002,Colorado,Fire
2002,Nevada,Fire
2002,Colorado,Fire
2002,Colorado,Fire
2002,Colorado,Fire
2002,California,Fire
2002,New Mexico,Fire
2002,New Mexico,Fire
2002,New Mexico,Fire
2002,Colorado,Fire
2002,Colorado,Fire
2002,Colorado,Fire
2002,New Jersey,Fire
2002,Minnesota,Fire
2002,New Mexico,Fire
2002,Colorado,Fire
2002,Illinois,Severe Storm/Flooding
2002,New York,Other
2002,Arizona,Fire
2002,California,Fire
2002,Kentucky,Severe Storm/Flooding
2002,New Mexico,Fire
2002,Michigan,Severe Storm/Flooding
2002,Missouri,Severe Storm/Flooding
2002,Colorado,Fire
2002,West Virginia,Severe Storm/Flooding
2002,Virginia,Severe Storm/Flooding
2002,New Mexico,Fire
2002,Maryland,Severe Storm/Flooding
2002,Colorado,Fire
2002,Arizona,Fire
2002,Colorado,Fire
2002,Tennessee,Severe Storm/Flooding
2002,Kentucky,Severe Storm/Flooding
2002,Virginia,Severe Storm/Flooding
2002,New Mexico,Fire
2002,Oregon,Winter Storm
2002,New York,Winter Storm
2002,Virginia,Fire
2002,California,Fire
2002,Missouri,Winter Storm
2002,Kansas,Winter Storm
2002,Oklahoma,Winter Storm
2002,Arkansas,Severe Storm/Flooding
2003,Virginia,Severe Storm/Flooding
2003,West Virginia,Severe Storm/Flooding
2003,Wyoming,Fire
2003,South Dakota,Fire
2003,Colorado,Fire
2003,Washington,Severe Storm/Flooding
2003,Colorado,Fire
2003,Colorado,Fire
2003,California,Fire
2003,California,Fire
2003,California,Fire
2003,California,Fire
2003,California,Fire
2003,California,Fire
2003,California,Fire
2003,California,Fire
2003,California,Fire
2003,California,Fire
2003,Nevada,Fire
2003,Pennsylvania,Tropical Storm
2003,Ohio,Other
2003,New Jersey,Other
2003,West Virginia,Tropical Storm
2003,Michigan,Other
2003,Delaware,Tropical Storm
2003,Delaware,Tropical Storm
2003,Maryland,Tropical Storm
2003,North Carolina,Tropical Storm
2003,Virginia,Tropical Storm
2003,New Hampshire,Severe Storm/Flooding
2003,Vermont,Severe Storm/Flooding
2003,Washington,Fire
2003,Oregon,Fire
2003,California,Fire
2003,Indiana,Severe Storm/Flooding
2003,Oregon,Fire
2003,New York,Severe Storm/Flooding
2003,New York,Other
2003,Pennsylvania,Severe Storm/Flooding
2003,Montana,Fire
2003,Oregon,Fire
2003,Montana,Fire
2003,California,Fire
2003,Montana,Fire
2003,Montana,Fire
2003,Montana,Fire
2003,Ohio,Severe Storm/Flooding
2003,North Dakota,Severe Storm/Flooding
2003,Tennessee,Severe Storm/Flooding
2003,Florida,Severe Storm/Flooding
2003,California,Fire
2003,Colorado,Fire
2003,Montana,Fire
2003,Montana,Fire
2003,Montana,Fire
2003,Oklahoma,Fire
2003,Nebraska,Severe Storm/Flooding
2003,Texas,Tropical Storm
2003,Washington,Fire
2003,Ohio,Severe Storm/Flooding
2003,Nevada,Fire
2003,Utah,Fire
2003,Arizona,Fire
2003,Arizona,Fire
2003,Washington,Fire
2003,Indiana,Severe Storm/Flooding
2003,Nevada,Fire
2003,California,Fire
2003,Kentucky,Severe Storm/Flooding
2003,California,Fire
2003,California,Fire
2003,New Mexico,Fire
2003,West Virginia,Severe Storm/Flooding
2003,Arizona,Fire
2003,Arizona,Fire
2003,Nevada,Fire
2003,Arkansas,Severe Storm/Flooding
2003,Kentucky,Severe Storm/Flooding
2003,Mississippi,Severe Storm/Flooding
2003,Illinois,Severe Storm/Flooding
2003,Maine,Winter Storm
2003,New York,Winter Storm
2003,Alabama,Severe Storm/Flooding
2003,Oklahoma,Severe Storm/Flooding
2003,New Mexico,Fire
2003,Tennessee,Severe Storm/Flooding
2003,Missouri,Severe Storm/Flooding
2003,Kansas,Severe Storm/Flooding
2003,Florida,Severe Storm/Flooding
2003,Mississippi,Severe Storm/Flooding
2003,Colorado,Winter Storm
2003,Virginia,Winter Storm
2003,New York,Winter Storm
2003,North Carolina,Winter Storm
2003,Rhode Island,Winter Storm
2003,New Jersey,Winter Storm
2003,Delaware,Winter Storm
2003,Tennessee,Severe Storm/Flooding
2003,Ohio,Winter Storm
2003,Pennsylvania,Winter Storm
2003,West Virginia,Winter Storm
2003,Maryland,Winter Storm
2003,Kentucky,Winter Storm
2003,Maine,Winter Storm
2003,Connecticut,Winter Storm
2003,Massachusetts,Winter Storm
2003,New Hampshire,Winter Storm
2003,New York,Winter Storm
2003,Oklahoma,Winter Storm
2003,Louisiana,Other
2003,Texas,Other
2003,South Carolina,Winter Storm
2003,California,Fire
2003,Arkansas,Winter Storm
2004,Delaware,Tropical Storm
2004,Virginia,Tropical Storm
2004,Minnesota,Severe Storm/Flooding
2004,Tennessee,Severe Storm/Flooding
2004,South Carolina,Tropical Storm
2004,New York,Severe Storm/Flooding
2004,New Jersey,Tropical Storm
2004,New York,Tropical Storm
2004,Kansas,Severe Storm/Flooding
2004,Florida,Tropical Storm
2004,Georgia,Tropical Storm
2004,Vermont,Severe Storm/Flooding
2004,West Virginia,Severe Storm/Flooding
2004,Ohio,Severe Storm/Flooding
2004,Pennsylvania,Tropical Storm
2004,Pennsylvania,Tropical Storm
2004,Georgia,Tropical Storm
2004,North Carolina,Tropical Storm
2004,Florida,Tropical Storm
2004,Mississippi,Tropical Storm
2004,Louisiana,Tropical Storm
2004,South Carolina,Tropical Storm
2004,Alabama,Tropical Storm
2004,California,Fire
2004,North Carolina,Tropical Storm
2004,California,Fire
2004,Florida,Tropical Storm
2004,Virginia,Tropical Storm
2004,California,Fire
2004,California,Fire
2004,South Carolina,Tropical Storm
2004,Indiana,Severe Storm/Flooding
2004,Nevada,Fire
2004,Nevada,Fire
2004,Oregon,Fire
2004,California,Fire
2004,California,Fire
2004,Florida,Tropical Storm
2004,Washington,Fire
2004,California,Fire
2004,California,Fire
2004,Washington,Fire
2004,California,Fire
2004,California,Fire
2004,West Virginia,Severe Storm/Flooding
2004,Pennsylvania,Severe Storm/Flooding
2004,Kentucky,Severe Storm/Flooding
2004,Oregon,Fire
2004,Kansas,Severe Storm/Flooding
2004,New York,Severe Storm/Flooding
2004,Washington,Fire
2004,Washington,Fire
2004,Nevada,Fire
2004,California,Fire
2004,South Dakota,Severe Storm/Flooding
2004,California,Fire
2004,California,Fire
2004,New Jersey,Severe Storm/Flooding
2004,California,Fire
2004,California,Fire
2004,Nevada,Fire
2004,California,Fire
2004,California,Fire
2004,Washington,Fire
2004,Colorado,Fire
2004,Michigan,Severe Storm/Flooding
2004,California,Severe Storm/Flooding
2004,Arkansas,Severe Storm/Flooding
2004,Nevada,Fire
2004,Arizona,Fire
2004,New Mexico,Fire
2004,Wisconsin,Severe Storm/Flooding
2004,Utah,Fire
2004,Virginia,Severe Storm/Flooding
2004,Missouri,Severe Storm/Flooding
2004,Kentucky,Severe Storm/Flooding
2004,Arizona,Fire
2004,Louisiana,Severe Storm/Flooding
2004,West Virginia,Severe Storm/Flooding
2004,California,Fire
2004,Indiana,Severe Storm/Flooding
2004,Ohio,Severe Storm/Flooding
2004,New Mexico,Fire
2004,Iowa,Severe Storm/Flooding
2004,Nebraska,Severe Storm/Flooding
2004,Arkansas,Severe Storm/Flooding
2004,North Dakota,Severe Storm/Flooding
2004,California,Fire
2004,California,Fire
2004,New Mexico,Severe Storm/Flooding
2004,California,Fire
2004,Illinois,Severe Storm/Flooding
2004,Massachusetts,Severe Storm/Flooding
2004,North Dakota,Winter Storm
2004,Colorado,Fire
2004,New York,Winter Storm
2004,Oregon,Winter Storm
2004,South Carolina,Winter Storm
2004,Maine,Winter Storm
2004,Ohio,Severe Storm/Flooding
2004,Maine,Winter Storm
2004,Maine,Winter Storm
2004,Connecticut,Winter Storm
2004,New Hampshire,Winter Storm
2004,Massachusetts,Winter Storm
2004,California,Other
2005,Oklahoma,Fire
2005,Texas,Fire
2005,Oklahoma,Fire
2005,Oklahoma,Fire
2005,Texas,Fire
2005,South Dakota,Winter Storm
2005,Connecticut,Severe Storm/Flooding
2005,Oklahoma,Fire
2005,Kentucky,Severe Storm/Flooding
2005,Oklahoma,Fire
2005,Oklahoma,Fire
2005,Oklahoma,Fire
2005,North Dakota,Winter Storm
2005,California,Fire
2005,Kansas,Severe Storm/Flooding
2005,Massachusetts,Severe Storm/Flooding
2005,Indiana,Severe Storm/Flooding
2005,New Hampshire,Severe Storm/Flooding
2005,Florida,Tropical Storm
2005,Massachusetts,Severe Storm/Flooding
2005,North Carolina,Tropical Storm
2005,California,Fire
2005,California,Fire
2005,New York,Tropical Storm
2005,Delaware,Tropical Storm
2005,California,Fire
2005,Texas,Tropical Storm
2005,Louisiana,Tropical Storm
2005,Texas,Tropical Storm
2005,Louisiana,Tropical Storm
2005,Florida,Tropical Storm
2005,New Hampshire,Tropical Storm
2005,Maine,Tropical Storm
2005,Rhode Island,Tropical Storm
2005,New Jersey,Tropical Storm
2005,North Carolina,Tropical Storm
2005,Nebraska,Tropical Storm
2005,Wisconsin,Tropical Storm
2005,Minnesota,Tropical Storm
2005,Ohio,Tropical Storm
2005,Idaho,Tropical Storm
2005,Connecticut,Tropical Storm
2005,Massachusetts,Tropical Storm
2005,Maryland,Tropical Storm
2005,Nevada,Tropical Storm
2005,Montana,Tropical Storm
2005,North Dakota,Tropical Storm
2005,California,Tropical Storm
2005,Arizona,Tropical Storm
2005,Virginia,Tropical Storm
2005,Indiana,Tropical Storm
2005,Alabama,Tropical Storm
2005,Iowa,Tropical Storm
2005,Kansas,Tropical Storm
2005,South Carolina,Tropical Storm
2005,Pennsylvania,Tropical Storm
2005,South Dakota,Tropical Storm
2005,Missouri,Tropical Storm
2005,Kentucky,Tropical Storm
2005,Illinois,Tropical Storm
2005,New Mexico,Tropical Storm
2005,Michigan,Tropical Storm
2005,Oregon,Tropical Storm
2005,Washington,Tropical Storm
2005,Florida,Tropical Storm
2005,North Carolina,Tropical Storm
2005,Colorado,Tropical Storm
2005,Tennessee,Tropical Storm
2005,Oklahoma,Tropical Storm
2005,Georgia,Tropical Storm
2005,California,Fire
2005,Utah,Tropical Storm
2005,West Virginia,Tropical Storm
2005,Texas,Tropical Storm
2005,Arkansas,Tropical Storm
2005,Nevada,Fire
2005,Alabama,Tropical Storm
2005,Mississippi,Tropical Storm
2005,Louisiana,Tropical Storm
2005,Florida,Tropical Storm
2005,Alabama,Tropical Storm
2005,Mississippi,Tropical Storm
2005,Louisiana,Tropical Storm
2005,California,Fire
2005,Oregon,Fire
2005,Kansas,Severe Storm/Flooding
2005,Louisiana,Tropical Storm
2005,Nevada,Fire
2005,Wyoming,Severe Storm/Flooding
2005,Washington,Fire
2005,Washington,Fire
2005,Utah,Severe Storm/Flooding
2005,California,Fire
2005,North Dakota,Severe Storm/Flooding
2005,Arizona,Fire
2005,South Dakota,Severe Storm/Flooding
2005,Nevada,Fire
2005,South Dakota,Fire
2005,Nevada,Fire
2005,Florida,Tropical Storm
2005,Colorado,Fire
2005,Mississippi,Tropical Storm
2005,South Dakota,Fire
2005,Alabama,Tropical Storm
2005,Idaho,Severe Storm/Flooding
2005,Maine,Winter Storm
2005,Utah,Fire
2005,Nevada,Fire
2005,Nebraska,Severe Storm/Flooding
2005,Arizona,Fire
2005,Arizona,Fire
2005,Arizona,Fire
2005,Arizona,Fire
2005,Arizona,Fire
2005,New Hampshire,Winter Storm
2005,Maine,Winter Storm
2005,New York,Severe Storm/Flooding
2005,New Jersey,Severe Storm/Flooding
2005,South Dakota,Fire
2005,Pennsylvania,Severe Storm/Flooding
2005,Arizona,Severe Storm/Flooding
2005,California,Severe Storm/Flooding
2005,Maine,Winter Storm
2005,New Hampshire,Winter Storm
2005,New Hampshire,Winter Storm
2005,Maine,Winter Storm
2005,Maine,Winter Storm
2005,Nevada,Severe Storm/Flooding
2005,Nevada,Winter Storm
2005,Massachusetts,Winter Storm
2005,Arizona,Severe Storm/Flooding
2005,Connecticut,Winter Storm
2005,Rhode Island,Winter Storm
2005,Nevada,Winter Storm
2005,Ohio,Winter Storm
2005,Kansas,Winter Storm
2005,Kentucky,Winter Storm
2005,California,Severe Storm/Flooding
2005,Utah,Severe Storm/Flooding
2005,Illinois,Winter Storm
2005,West Virginia,Severe Storm/Flooding
2005,Indiana,Winter Storm
2005,Indiana,Winter Storm
2005,Ohio,Winter Storm
2006,Illinois,Winter Storm
2006,Missouri,Winter Storm
2006,Oregon,Severe Storm/Flooding
2006,Washington,Severe Storm/Flooding
2006,New York,Severe Storm/Flooding
2006,California,Fire
2006,Texas,Fire
2006,Nevada,Fire
2006,Louisiana,Severe Storm/Flooding
2006,Missouri,Severe Storm/Flooding
2006,California,Fire
2006,New York,Severe Storm/Flooding
2006,New York,Winter Storm
2006,Indiana,Severe Storm/Flooding
2006,California,Fire
2006,Virginia,Tropical Storm
2006,California,Fire
2006,Texas,Fire
2006,Washington,Fire
2006,Arizona,Severe Storm/Flooding
2006,Colorado,Fire
2006,Montana,Fire
2006,New Mexico,Severe Storm/Flooding
2006,Nevada,Fire
2006,Washington,Fire
2006,Montana,Fire
2006,Texas,Fire
2006,Texas,Fire
2006,Texas,Severe Storm/Flooding
2006,Wyoming,Fire
2006,Nevada,Fire
2006,Washington,Fire
2006,Ohio,Severe Storm/Flooding
2006,California,Fire
2006,Nebraska,Fire
2006,Nebraska,Fire
2006,South Dakota,Fire
2006,Oregon,Fire
2006,Oregon,Fire
2006,California,Fire
2006,Missouri,Severe Storm/Flooding
2006,Nebraska,Fire
2006,Wyoming,Fire
2006,Virginia,Severe Storm/Flooding
2006,California,Fire
2006,Montana,Fire
2006,New Jersey,Severe Storm/Flooding
2006,Delaware,Severe Storm/Flooding
2006,Ohio,Severe Storm/Flooding
2006,Maryland,Severe Storm/Flooding
2006,New York,Severe Storm/Flooding
2006,Pennsylvania,Severe Storm/Flooding
2006,Texas,Fire
2006,Nevada,Fire
2006,Nevada,Fire
2006,Nevada,Fire
2006,New Mexico,Fire
2006,Colorado,Fire
2006,Arizona,Fire
2006,New Mexico,Fire
2006,Arizona,Fire
2006,Arizona,Fire
2006,South Dakota,Winter Storm
2006,Minnesota,Severe Storm/Flooding
2006,California,Severe Storm/Flooding
2006,North Dakota,Severe Storm/Flooding
2006,Arizona,Fire
2006,Texas,Fire
2006,Maine,Severe Storm/Flooding
2006,New Hampshire,Severe Storm/Flooding
2006,Massachusetts,Severe Storm/Flooding
2006,Washington,Severe Storm/Flooding
2006,Florida,Fire
2006,Connecticut,Winter Storm
2006,Virginia,Fire
2006,Kansas,Severe Storm/Flooding
2006,Oklahoma,Severe Storm/Flooding
2006,Arkansas,Severe Storm/Flooding
2006,New Mexico,Fire
2006,Oklahoma,Fire
2006,Oklahoma,Fire
2006,Oklahoma,Fire
2006,Missouri,Severe Storm/Flooding
2006,Tennessee,Severe Storm/Flooding
2006,Kansas,Fire
2006,Illinois,Severe Storm/Flooding
2006,Oregon,Severe Storm/Flooding
2006,Missouri,Severe Storm/Flooding
2006,New Mexico,Fire
2006,Idaho,Severe Storm/Flooding
2006,Maine,Winter Storm
2006,California,Fire
2006,Texas,Fire
2006,California,Severe Storm/Flooding
2006,Nevada,Severe Storm/Flooding
2006,Nebraska,Winter Storm
2006,Kansas,Winter Storm
2006,South Carolina,Winter Storm
2006,Texas,Fire
2006,Oklahoma,Fire
2006,Texas,Fire
2006,Oklahoma,Fire
2006,Oklahoma,Fire
2006,Oklahoma,Fire
2006,Oklahoma,Fire
2006,Oklahoma,Fire
2006,Texas,Fire
2006,Texas,Fire
2006,Oklahoma,Fire
2006,Texas,Fire
2006,Texas,Fire
2006,Oklahoma,Fire
2006,Oklahoma,Fire
2006,Texas,Fire
2006,Colorado,Fire
2006,Oklahoma,Fire
2006,Texas,Fire
2006,Texas,Fire
2006,Texas,Fire
2006,Texas,Fire
2006,Minnesota,Winter Storm
2006,North Dakota,Winter Storm
2006,Oklahoma,Fire
2006,Oklahoma,Fire
2006,Oklahoma,Fire
2006,Oklahoma,Fire
2006,New Mexico,Fire
2006,Oklahoma,Fire
2006,Oklahoma,Fire
2006,Oklahoma,Fire
2006,Oklahoma,Fire
2006,Oklahoma,Fire
2006,Oklahoma,Fire
2006,Texas,Fire
2006,Texas,Fire
2007,Missouri,Winter Storm
2007,Oklahoma,Winter Storm
2007,Missouri,Winter Storm
2007,Kansas,Winter Storm
2007,Oklahoma,Winter Storm
2007,Washington,Severe Storm/Flooding
2007,Oregon,Severe Storm/Flooding
2007,Indiana,Severe Storm/Flooding
2007,New Mexico,Fire
2007,California,Fire
2007,California,Fire
2007,California,Fire
2007,California,Fire
2007,California,Fire
2007,California,Fire
2007,California,Fire
2007,California,Fire
2007,California,Fire
2007,California,Fire
2007,Texas,Tropical Storm
2007,Illinois,Severe Storm/Flooding
2007,Missouri,Severe Storm/Flooding
2007,Washington,Fire
2007,Montana,Fire
2007,California,Fire
2007,California,Fire
2007,Iowa,Severe Storm/Flooding
2007,North Dakota,Severe Storm/Flooding
2007,North Dakota,Severe Storm/Flooding
2007,Oregon,Fire
2007,Oklahoma,Severe Storm/Flooding
2007,New York,Severe Storm/Flooding
2007,Idaho,Fire
2007,Idaho,Fire
2007,Illinois,Severe Storm/Flooding
2007,Nebraska,Severe Storm/Flooding
2007,Idaho,Fire
2007,Ohio,Severe Storm/Flooding
2007,Wisconsin,Severe Storm/Flooding
2007,Oklahoma,Severe Storm/Flooding
2007,Minnesota,Severe Storm/Flooding
2007,Minnesota,Other
2007,Montana,Fire
2007,Texas,Tropical Storm
2007,Montana,Fire
2007,Wyoming,Fire
2007,Maine,Severe Storm/Flooding
2007,Montana,Fire
2007,Vermont,Severe Storm/Flooding
2007,Nebraska,Severe Storm/Flooding
2007,Nevada,Fire
2007,South Dakota,Fire
2007,Utah,Fire
2007,North Dakota,Severe Storm/Flooding
2007,Nevada,Fire
2007,Washington,Fire
2007,Oregon,Fire
2007,South Dakota,Fire
2007,Nevada,Fire
2007,Washington,Fire
2007,California,Fire
2007,California,Fire
2007,Oklahoma,Severe Storm/Flooding
2007,Utah,Fire
2007,Nevada,Fire
2007,Nevada,Fire
2007,New York,Severe Storm/Flooding
2007,Kansas,Severe Storm/Flooding
2007,Utah,Fire
2007,Texas,Severe Storm/Flooding
2007,California,Fire
2007,Florida,Fire
2007,California,Fire
2007,Colorado,Fire
2007,Missouri,Severe Storm/Flooding
2007,Oklahoma,Severe Storm/Flooding
2007,Nebraska,Severe Storm/Flooding
2007,Georgia,Fire
2007,Kentucky,Severe Storm/Flooding
2007,Iowa,Severe Storm/Flooding
2007,Rhode Island,Severe Storm/Flooding
2007,South Dakota,Severe Storm/Flooding
2007,Massachusetts,Severe Storm/Flooding
2007,New Jersey,Fire
2007,Connecticut,Severe Storm/Flooding
2007,California,Fire
2007,California,Fire
2007,Florida,Fire
2007,Georgia,Fire
2007,Florida,Fire
2007,Florida,Fire
2007,Kansas,Severe Storm/Flooding
2007,Georgia,Fire
2007,Vermont,Severe Storm/Flooding
2007,Florida,Fire
2007,Texas,Severe Storm/Flooding
2007,West Virginia,Severe Storm/Flooding
2007,New Hampshire,Severe Storm/Flooding
2007,Georgia,Fire
2007,New Jersey,Severe Storm/Flooding
2007,Maine,Severe Storm/Flooding
2007,New York,Severe Storm/Flooding
2007,Maine,Severe Storm/Flooding
2007,Georgia,Fire
2007,New Mexico,Severe Storm/Flooding
2007,Iowa,Winter Storm
2007,Florida,Fire
2007,Iowa,Winter Storm
2007,California,Winter Storm
2007,Indiana,Winter Storm
2007,California,Fire
2007,Georgia,Severe Storm/Flooding
2007,Alabama,Severe Storm/Flooding
2007,New Mexico,Fire
2007,Louisiana,Severe Storm/Flooding
2007,New York,Winter Storm
2007,Pennsylvania,Severe Storm/Flooding
2007,Oregon,Winter Storm
2007,Washington,Winter Storm
2007,Illinois,Winter Storm
2007,Florida,Severe Storm/Flooding
2007,Florida,Severe Storm/Flooding
2007,Oklahoma,Winter Storm
2007,Oklahoma,Winter Storm
2007,Missouri,Winter Storm
2007,Oklahoma,Winter Storm
2007,Nebraska,Winter Storm
2007,Kansas,Winter Storm
2007,Colorado,Winter Storm
2007,Colorado,Winter Storm
2008,New York,Winter Storm
2008,Maine,Winter Storm
2008,Massachusetts,Winter Storm
2008,New Hampshire,Winter Storm
2008,South Dakota,Winter Storm
2008,California,Fire
2008,California,Fire
2008,California,Fire
2008,California,Fire
2008,Missouri,Severe Storm/Flooding
2008,Kansas,Severe Storm/Flooding
2008,Florida,Tropical Storm
2008,Ohio,Tropical Storm
2008,Arkansas,Tropical Storm
2008,California,Fire
2008,California,Fire
2008,Oklahoma,Severe Storm/Flooding
2008,Kentucky,Tropical Storm
2008,North Carolina,Tropical Storm
2008,Illinois,Severe Storm/Flooding
2008,New Hampshire,Severe Storm/Flooding
2008,Alabama,Tropical Storm
2008,Indiana,Severe Storm/Flooding
2008,Mississippi,Tropical Storm
2008,Arkansas,Tropical Storm
2008,Oregon,Fire
2008,Texas,Tropical Storm
2008,Louisiana,Tropical Storm
2008,Vermont,Severe Storm/Flooding
2008,Louisiana,Tropical Storm
2008,Texas,Tropical Storm
2008,Alabama,Tropical Storm
2008,Maine,Severe Storm/Flooding
2008,Florida,Tropical Storm
2008,New Hampshire,Severe Storm/Flooding
2008,Louisiana,Tropical Storm
2008,California,Fire
2008,Mississippi,Tropical Storm
2008,Alabama,Tropical Storm
2008,Texas,Tropical Storm
2008,Louisiana,Tropical Storm
2008,Florida,Tropical Storm
2008,Florida,Tropical Storm
2008,Vermont,Severe Storm/Flooding
2008,New Mexico,Severe Storm/Flooding
2008,New Hampshire,Severe Storm/Flooding
2008,Texas,Fire
2008,Idaho,Severe Storm/Flooding
2008,Texas,Tropical Storm
2008,Nebraska,Severe Storm/Flooding
2008,Vermont,Severe Storm/Flooding
2008,Michigan,Severe Storm/Flooding
2008,Washington,Fire
2008,Washington,Fire
2008,Oklahoma,Severe Storm/Flooding
2008,Kansas,Severe Storm/Flooding
2008,South Dakota,Severe Storm/Flooding
2008,California,Fire
2008,California,Fire
2008,California,Fire
2008,Arizona,Fire
2008,California,Fire
2008,Colorado,Fire
2008,Missouri,Severe Storm/Flooding
