"Number","Date","State/Tribal Government","Incident Description","Declaration Type"
"2632","03/30/2006","Kansas","Obee Fire","Fire Management Assistance Declaration"
"1633","03/28/2006","Illinois","Tornadoes and Severe Storms","Major Disaster Declaration"
"1632","03/20/2006","Oregon","Severe Storms, Flooding, Landslides, and Mudslides","Major Disaster Declaration"
"1631","03/16/2006","Missouri","Severe Storms, Tornadoes, and Flooding","Major Disaster Declaration"
"2631","03/01/2006","New Mexico","Casa Fire","Fire Management Assistance Declaration"
"1630","02/27/2006","Idaho","Severe Storms and Flooding","Major Disaster Declaration"
"3265","02/24/2006","Maine","Snow","Emergency Declaration"
"2630","02/06/2006","California","Sierra Fire","Fire Management Assistance Declaration"
"2629","02/05/2006","Texas","Venus Fire Complex","Fire Management Assistance Declaration"
"1628","02/03/2006","California","Severe Storms, Flooding, Mudslides, and Landslides","Major Disaster Declaration"
"1629","02/03/2006","Nevada","Severe Storms and Flooding","Major Disaster Declaration"
"1627","01/26/2006","Nebraska","Severe Winter Storm","Major Disaster Declaration"
"1626","01/26/2006","Kansas","Severe Winter Storm","Major Disaster Declaration"
"1625","01/20/2006","South Carolina","Severe Ice Storm","Major Disaster Declaration"
"2622","01/19/2006","Texas","Orchard Fire","Fire Management Assistance Declaration"
"2627","01/19/2006","Oklahoma","Paoli Fire","Fire Management Assistance Declaration"
"2621","01/19/2006","Texas","Huntington Brook Fire","Fire Management Assistance Declaration"
"2625","01/19/2006","Oklahoma","Kiefer Fire","Fire Management Assistance Declaration"
"2628","01/19/2006","Oklahoma","Sperry Fire","Fire Management Assistance Declaration"
"2623","01/19/2006","Oklahoma","North Stillwater Fire","Fire Management Assistance Declaration"
"2624","01/19/2006","Oklahoma","Stecker Fire","Fire Management Assistance Declaration"
"2626","01/19/2006","Oklahoma","Ryan Fire","Fire Management Assistance Declaration"
"2620","01/15/2006","Texas","Caddo Fire","Fire Management Assistance Declaration"
"2619","01/13/2006","Texas","Lockhart Fire","Fire Management Assistance Declaration"
"2618","01/13/2006","Oklahoma","Ratcliff Fire","Fire Management Assistance Declaration"
"2617","01/11/2006","Texas","Niederwald Fire","Fire Management Assistance Declaration"
"1624","01/11/2006","Texas","Extreme Wildfire Threat","Major Disaster Declaration"
"1623","01/10/2006","Oklahoma","Severe Wildfire Threat","Major Disaster Declaration"
"2616","01/09/2006","Oklahoma","Henryetta Fire","Fire Management Assistance Declaration"
"2614","01/08/2006","Texas","Hawkins Fire","Fire Management Assistance Declaration"
"2613","01/08/2006","Colorado","Mauricio Canyon Fire","Fire Management Assistance Declaration"
"2615","01/08/2006","Oklahoma","McNalley Flats Fire","Fire Management Assistance Declaration"
"2612","01/07/2006","Texas","Cedar Creek Fire","Fire Management Assistance Declaration"
"2610","01/05/2006","Texas","Rosewood Fire","Fire Management Assistance Declaration"
"2611","01/05/2006","Texas","Mill Creek Fire","Fire Management Assistance Declaration"
"2609","01/05/2006","Texas","Bulverde Fire","Fire Management Assistance Declaration"
"1622","01/04/2006","Minnesota","Severe Winter Storm","Major Disaster Declaration"
"1621","01/04/2006","North Dakota","Severe Winter Storm","Major Disaster Declaration"
"2608","01/03/2006","Oklahoma","Eufaula Fire","Fire Management Assistance Declaration"
"2607","01/02/2006","Oklahoma","63rd Street Fire","Fire Management Assistance Declaration"
"2606","01/02/2006","Oklahoma","Prague Fire Complex","Fire Management Assistance Declaration"
"2602","01/02/2006","Oklahoma","Bethel Acres Fire","Fire Management Assistance Declaration"
"2600","01/02/2006","New Mexico","Southeast New Mexico Fire","Fire Management Assistance Declaration"
"2601","01/02/2006","Oklahoma","Shamrock Fire Complex","Fire Management Assistance Declaration"
"2603","01/02/2006","Oklahoma","Cashion Fire Complex","Fire Management Assistance Declaration"
"2604","01/02/2006","Oklahoma","Guthrie Fire","Fire Management Assistance Declaration"
"2605","01/02/2006","Oklahoma","Sapulpa Fire Complex","Fire Management Assistance Declaration"
"2599","01/01/2006","Oklahoma","Wainwright Fire Complex","Fire Management Assistance Declaration"
"2597","01/01/2006","Oklahoma","Depew Fire Complex","Fire Management Assistance Declaration"
"2598","01/01/2006","Texas","Ringgold Fire","Fire Management Assistance Declaration"
"2596","01/01/2006","Texas","Carbon Fire","Fire Management Assistance Declaration"
