"Number","Date","State/Tribal Government","Incident Description","Declaration Type"
"2319","08/13/2000","South Dakota","Flagpole Fire Complex","Fire Management Assistance Declaration"
"2318","08/08/2000","Montana","Central Zone 3C Fire Complex","Fire Management Assistance Declaration"
"2317","08/05/2000","Montana","Southwestern Zone 2 Fire Complex","Fire Management Assistance Declaration"
"2316","08/01/2000","Nevada","Arrow Creek Wildfire","Fire Management Assistance Declaration"
"2315","07/31/2000","Wyoming","Dead Horse Fire","Fire Management Assistance Declaration"
"1336","07/27/2000","Vermont","Severe Storms And Flooding","Major Disaster Declaration"
"2314","07/24/2000","Montana","Central Zone 3B Fire Complex","Fire Management Assistance Declaration"
"2313","07/22/2000","Washington","Rocky Hull Fire","Fire Management Assistance Declaration"
"1335","07/21/2000","New York","Severe Storms","Major Disaster Declaration"
"2312","06/30/2000","Nevada","Reno Fire Complex","Fire Management Assistance Declaration"
"1334","06/27/2000","North Dakota","Severe Storms And Flooding","Major Disaster Declaration"
"1333","06/27/2000","Minnesota","Severe Storms, Flooding And Tornadoes","Major Disaster Declaration"
"1332","06/24/2000","Wisconsin","Severe Storms, Tornadoes And Flooding","Major Disaster Declaration"
"2310","06/15/2000","New Mexico","La Cueva Fire","Fire Management Assistance Declaration"
"2308","06/12/2000","Colorado","Bobcat Gulch Fire","Fire Management Assistance Declaration"
"2309","06/12/2000","Colorado","High Meadows Fire","Fire Management Assistance Declaration"
"1331","06/12/2000","Tennessee","Severe Storms, Tornadoes And Flooding","Major Disaster Declaration"
"2307","06/09/2000","Florida","Perry Fire Complex","Fire Management Assistance Declaration"
"2306","06/05/2000","Florida","Suwannee Fire Complex","Fire Management Assistance Declaration"
"2305","06/02/2000","Florida","Jacksonville Fire Complex","Fire Management Assistance Declaration"
"2304","05/30/2000","New Mexico","Viveash Fire","Fire Management Assistance Declaration"
"2303","05/29/2000","Florida","Waccasassa Fire Complex","Fire Management Assistance Declaration"
"2301","05/28/2000","Florida","Orlando District Fire Complex","Fire Management Assistance Declaration"
"2302","05/28/2000","Florida","Bunnell District Fire Complex","Fire Management Assistance Declaration"
"2300","05/20/2000","Florida","Lakeland District Fire Complex","Fire Management Assistance Declaration"
"1330","05/19/2000","South Dakota","Winter Storm","Major Disaster Declaration"
"2299","05/19/2000","Florida","Withlacootchee District Fire Complex","Fire Management Assistance Declaration"
"2298","05/16/2000","Florida","Flowers-Myakka Fire Complex","Fire Management Assistance Declaration"
"2297","05/14/2000","New Mexico","Scott-Able Fire","Fire Management Assistance Declaration"
"1329","05/13/2000","New Mexico","New Mexico Wildfire","Major Disaster Declaration"
"1328","05/12/2000","Missouri","Severe Thunderstorms And Flash Flooding",""
"3154","05/10/2000","New Mexico","New Mexico Fire","Emergency Declaration"
"2296","05/08/2000","New Mexico","Cree Fire","Fire Management Assistance Declaration"
"1327","05/03/2000","Kansas","Severe Storms And Tornadoes","Major Disaster Declaration"
"1326","04/28/2000","Maine","Severe Storms And Flooding","Major Disaster Declaration"
"2295","04/20/2000","New Mexico","Rio Grande Fire Complex","Fire Management Assistance Declaration"
"2294","04/11/2000","Florida","Merritt Fire","Fire Management Assistance Declaration"
"1324","04/10/2000","Maryland","Winter Storm","Major Disaster Declaration"
"1325","04/10/2000","District of Columbia (DC)","Winter Storm","Major Disaster Declaration"
"1323","04/07/2000","Texas","Severe Storms, Tornadoes And Flooding","Major Disaster Declaration"
"2293","03/20/2000","Hawaii","Puuaakapu Ranch Lot Fire","Fire Management Assistance Declaration"
"1322","03/17/2000","Alabama","Severe Storms And Flooding","Major Disaster Declaration"
"2292","03/09/2000","Missouri","Camden Fire Complex","Fire Management Assistance Declaration"
"1321","03/07/2000","Ohio","Severe Storms And Flooding","Major Disaster Declaration"
"2311","02/29/2000","Washington","Two Fork Fire","Fire Management Assistance Declaration"
"1319","02/28/2000","West Virginia","West Virginia Winter Storm","Major Disaster Declaration"
"1320","02/28/2000","Kentucky","Severe Storms And Flooding","Major Disaster Declaration"
"1318","02/28/2000","Virginia","Winter Storm","Major Disaster Declaration"
"1317","02/18/2000","Alabama","Winter Storm","Major Disaster Declaration"
"1316","02/17/2000","Alaska","Winter Storms And Avalanches","Major Disaster Declaration"
"1315","02/15/2000","Georgia","Tornadoes","Major Disaster Declaration"
"1314","02/15/2000","Louisiana","Winter Storm","Major Disaster Declaration"
"1313","01/31/2000","South Carolina","Winter Storms","Major Disaster Declaration"
"1312","01/31/2000","North Carolina","Winter Storm","Major Disaster Declaration"
"1311","01/28/2000","Georgia","Winter Storm","Major Disaster Declaration"
"2356","01/13/2000","Nevada","Spring Creek Fire","Fire Management Assistance Declaration"
"1310","01/10/2000","Kentucky","Tornadoes, Severe Storms, Torrential Rains And Flash Flooding","Major Disaster Declaration"
"2291","01/05/2000","Texas","Bob's Trail Fire","Fire Management Assistance Declaration"
"2290","01/04/2000","Texas","Purgatory Fire","Fire Management Assistance Declaration"
"2289","01/03/2000","Texas","Saddleback Fire","Fire Management Assistance Declaration"
