"Number","Date","State/Tribal Government","Incident Description","Declaration Type"
"4293","12/15/2016","Tennessee","Wildfires","Major Disaster Declaration"
"4292","12/02/2016","Pennsylvania","Severe Storms and Flooding","Major Disaster Declaration"
"5167","11/28/2016","Tennessee","Chimney Top Fire","Fire Management Assistance Declaration"
"5166","11/20/2016","Kentucky","Southeastern Kentucky Fire Complex","Fire Management Assistance Declaration"
"5165","11/19/2016","Tennessee","East Miller Cove Fire","Fire Management Assistance Declaration"
"5164","11/19/2016","North Carolina","Chestnut Knob Fire","Fire Management Assistance Declaration"
"5163","11/13/2016","Georgia","Tatum Gulf Fire","Fire Management Assistance Declaration"
"5162","11/12/2016","South Carolina","Pinnacle Mountain Fire","Fire Management Assistance Declaration"
"5161","11/11/2016","North Carolina","Party Rock Fire","Fire Management Assistance Declaration"
"5160","11/11/2016","Tennessee","Smith Mountain Fire","Fire Management Assistance Declaration"
"5159","11/09/2016","Tennessee","Flippers Bend Fire","Fire Management Assistance Declaration"
"5158","11/08/2016","Kentucky","Eagles Nest Fire","Fire Management Assistance Declaration"
"4291","11/02/2016","Virginia","Hurricane Matthew","Major Disaster Declaration"
"4290","11/02/2016","Minnesota","Severe Storms and Flooding","Major Disaster Declaration"
"4289","10/31/2016","Iowa","Severe Storms and Flooding","Major Disaster Declaration"
"4288","10/20/2016","Wisconsin","Severe Storms, Flooding, and Mudslides","Major Disaster Declaration"
"4287","10/20/2016","Kansas","Severe Storms and Flooding","Major Disaster Declaration"
"5157","10/17/2016","Colorado","Junkins Fire","Fire Management Assistance Declaration"
"5156","10/14/2016","Nevada","Little Valley Fire","Fire Management Assistance Declaration"
"4286","10/11/2016","South Carolina","Hurricane Matthew","Major Disaster Declaration"
"4285","10/10/2016","North Carolina","Hurricane Matthew","Major Disaster Declaration"
"4284","10/08/2016","Georgia","Hurricane Matthew","Major Disaster Declaration"
"4283","10/08/2016","Florida","Hurricane Matthew","Major Disaster Declaration"
"3380","10/07/2016","North Carolina","Hurricane Matthew","Emergency Declaration"
"3379","10/06/2016","Georgia","Hurricane Matthew","Emergency Declaration"
"3378","10/06/2016","South Carolina","Hurricane Matthew","Emergency Declaration"
"4282","10/06/2016","Hawaii","Severe Storms, Flooding, Landslides, and Mudslides","Major Disaster Declaration"
"3377","10/06/2016","Florida","Hurricane Matthew","Emergency Declaration"
"5155","10/04/2016","Colorado","Beulah Hill Fire","Fire Management Assistance Declaration"
"5154","10/02/2016","Nevada","Frontage Fire ","Fire Management Assistance Declaration"
"4281","09/29/2016","Iowa","Severe Storms, Straight-line Winds, and Flooding","Major Disaster Declaration"
