"Number","Date","State/Tribal Government","Incident Description","Declaration Type"
"2285","08/31/1999","Texas","Greenville Fire","Fire Management Assistance Declaration"
"2284","08/31/1999","Texas","Alcoa Fire","Fire Management Assistance Declaration"
"2273","08/31/1999","Texas","Midlothian Fire","Fire Management Assistance Declaration"
"1288","08/26/1999","Minnesota","Severe Ice Storms, Flooding and Heavy Rains","Major Disaster Declaration"
"2272","08/26/1999","Texas","Topeka Fire","Fire Management Assistance Declaration"
"2271","08/25/1999","Nevada","Red Rock Fire","Fire Management Assistance Declaration"
"1287","08/22/1999","Texas","Hurricane Bret","Major Disaster Declaration"
"2270","08/21/1999","Texas","Reese Creek Fire","Fire Management Assistance Declaration"
"1286","08/20/1999","Nebraska","Severe Storms and Flooding","Major Disaster Declaration"
"1285","08/16/1999","Utah","Tornado, Severe Thunderstorms and Hail","Major Disaster Declaration"
"1284","08/16/1999","Wisconsin","Severe Storms, Straight-Line Winds and Flooding","Major Disaster Declaration"
"2269","08/09/1999","New York","West Point Fire Complex","Fire Management Assistance Declaration"
"2268","08/05/1999","Nevada","Osino Fire","Fire Management Assistance Declaration"
"2267","08/05/1999","Nevada","Unionville Fire","Fire Management Assistance Declaration"
"1283","07/28/1999","Minnesota","Severe Storms, Winds and Flooding","Major Disaster Declaration"
"2266","07/26/1999","Montana","Fishel Creek Fire Complex","Fire Management Assistance Declaration"
"1282","07/22/1999","Iowa","Severe Storms and Flooding","Major Disaster Declaration"
"1281","07/20/1999","Nevada","Severe Storms and Flash Flooding","Major Disaster Declaration"
"2265","07/03/1999","Nevada","Mira Loma Fire","Fire Management Assistance Declaration"
"2264","06/24/1999","Nevada","Lemon Valley Fire","Fire Management Assistance Declaration"
"2263","06/12/1999","Arizona","Rainbow Fire","Fire Management Assistance Declaration"
"1280","06/09/1999","South Dakota","Severe Storms, Flooding, and Tornadoes","Major Disaster Declaration"
"1279","06/08/1999","North Dakota","Severe Storms, Tornadoes, Snow and Ice, Flooding, Ground Saturation, Landslides and Mudslides","Major Disaster Declaration"
"1278","05/28/1999","Illinois","Severe Storms and Flash Flooding","Major Disaster Declaration"
"1277","05/21/1999","Iowa","Severe Storms, Flooding and Tornadoes","Major Disaster Declaration"
"1276","05/17/1999","Colorado","Severe Storms, Flooding, Mudslides, and Landslides","Major Disaster Declaration"
"2262","05/14/1999","Florida","Jacksonville District Fire","Fire Management Assistance Declaration"
"1275","05/12/1999","Tennessee","Severe Storms, Tornadoes and Flooding","Major Disaster Declaration"
"2261","05/06/1999","Michigan","Tower Lake Complex Fire","Fire Management Assistance Declaration"
"1274","05/06/1999","Texas","Severe Storms and Tornadoes","Major Disaster Declaration"
"1272","05/04/1999","Oklahoma","Tornadoes, Severe Storms, and Flooding","Major Disaster Declaration"
"1273","05/04/1999","Kansas","Tornadoes and Severe Storms","Major Disaster Declaration"
"3139","04/27/1999","Florida","Fire Hazard","Emergency Declaration"
"2260","04/23/1999","Florida","Myakka River District Fire","Fire Management Assistance Declaration"
"2259","04/21/1999","Florida","Lakeland Fire","Fire Management Assistance Declaration"
"2258","04/20/1999","Florida","Suwannee District Fire","Fire Management Assistance Declaration"
"1271","04/20/1999","Georgia","Severe Storms and Tornadoes","Major Disaster Declaration"
"1270","04/20/1999","Missouri","Severe Storms and Flooding","Major Disaster Declaration"
"2257","04/19/1999","Florida","Tallahassee Fire District.","Fire Management Assistance Declaration"
"2256","04/18/1999","Florida","Everglades District Fire","Fire Management Assistance Declaration"
"2255","04/17/1999","Florida","Chipola District Fire","Fire Management Assistance Declaration"
"2251","04/15/1999","Florida","Okeechobee Fire Complex","Fire Management Assistance Declaration"
"2253","04/15/1999","Florida","Fire Complex","Fire Management Assistance Declaration"
"2252","04/15/1999","Florida","Wacasassa Fire Complex","Fire Management Assistance Declaration"
"2254","04/15/1999","Florida","Caloosahatchee Fire Complex","Fire Management Assistance Declaration"
"2250","04/13/1999","Tennessee","Cagle Mountain Fire Complex","Fire Management Assistance Declaration"
"1269","04/09/1999","Louisiana","Severe Storms, Tornadoes and Flooding","Major Disaster Declaration"
"3138","03/10/1999","New York","Winter Storm","Emergency Declaration"
"2249","03/02/1999","Texas","Fischer Fire","Fire Management Assistance Declaration"
"1268","02/17/1999","Wyoming","Severe Winter Storm","Major Disaster Declaration"
"1267","02/09/1999","California","Severe Freeze","Major Disaster Declaration"
"3137","01/27/1999","Michigan","Winter Storm","Emergency Declaration"
"1265","01/25/1999","Mississippi","Severe Winter Storms, Ice and Freezing Rain","Major Disaster Declaration"
"1266","01/23/1999","Arkansas","Severe Storms, Tornadoes, High Winds and Flooding","Major Disaster Declaration"
"1264","01/21/1999","Louisiana","Freezing Rain and Ice Storm","Major Disaster Declaration"
"1263","01/21/1999","Maine","Severe Storms, Heavy Rains, High Winds and Coastal Flooding","Major Disaster Declaration"
"1262","01/19/1999","Tennessee","Severe Storms, Tornadoes, and High Winds","Major Disaster Declaration"
"1260","01/15/1999","Tennessee","Winter Storm","Major Disaster Declaration"
"3136","01/15/1999","New York","Winter Storm","Emergency Declaration"
"3135","01/15/1999","Indiana","Winter Storm","Emergency Declaration"
"1261","01/15/1999","Alabama","Freezing Rain and Ice Storm","Major Disaster Declaration"
"3134","01/08/1999","Illinois","Winter Snow Storm","Emergency Declaration"
